"1 _ 1",,,"1 _ 2",,,"1 _ 4",,,"1 _ 5",,,"1 _ 6",,,"1 _ 7",,,"1 _ 8",,,"1 _ 9",,,"1 _ 10",,
"Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie"
"sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm"
"2,63","24,13225","12,93125","2,63","0,2872149","12,93125","2,63","0,2621015","12,93138","2,63","0,3217061","12,93113","2,63","0,3253619","12,93125","2,63","0,2452533","12,93125","2,63","0,3155073","12,93125","2,63","0,2880096","12,93138",,,
"2,64","24,30042","12,98113","2,64","0,2884865","12,98138","2,64","0,2598763","12,98138","2,64","0,3190041","12,98113","2,64","0,322183","12,98113","2,64","0,2522469","12,98125","2,64","0,3035863","12,98138","2,64","0,289917","12,98125",,,
"2,65","24,46493","13,031","2,65","0,2891223","13,03138","2,65","0,2613068","13,03125","2,65","0,3229777","13,03138","2,65","0,3209114","13,031","2,65","0,2573331","13,0315","2,65","0,2938906","13,03138","2,65","0,2916654","13,03125",,,
"2,66","24,62387","13,08125","2,66","0,289917","13,08113","2,66","0,2662341","13,08138","2,66","0,3285408","13,08138","2,66","0,3253619","13,08125","2,66","0,2621015","13,0815","2,66","0,2843539","13,08113","2,66","0,2935728","13,08113",,,
"2,67","24,7763","13,13125","2,67","0,2908707","13,13113","2,67","0,2657572","13,13138","2,67","0,3290176","13,13113","2,67","0,3290176","13,13125","2,67","0,2684593","13,13125","2,67","0,275294","13,13125","2,67","0,2935728","13,13138",,,
"2,68","24,92126","13,181","2,68","0,2911886","13,1815","2,68","0,2662341","13,1815","2,68","0,3320376","13,181","2,68","0,3264745","13,18113","2,68","0,2749761","13,18125","2,68","0,2705256","13,1815","2,68","0,2923012","13,18125",,,
"2,69","25,05827","13,23113","2,69","0,2911886","13,2315","2,69","0,2700488","13,23138","2,69","0,3329913","13,23138","2,69","0,3258387","13,23113","2,69","0,2795855","13,23163","2,69","0,2700488","13,23138","2,69","0,2911886","13,23125",,,
"2,7","25,18574","13,28125","2,7","0,2924601","13,28113","2,7","0,269413","13,28125","2,7","0,3277461","13,28125","2,7","0,3258387","13,28125","2,7","0,2829234","13,28138","2,7","0,2697309","13,28125","2,7","0,2916654","13,28125",,,
"2,71","25,30527","13,33113","2,71","0,295639","13,33113","2,71","0,2713203","13,3315","2,71","0,3274282","13,33113","2,71","0,3202756","13,33125","2,71","0,2883275","13,33138","2,71","0,2678235","13,33125","2,71","0,2948443","13,33125",,,
"2,72","25,42003","13,38113","2,72","0,2970695","13,38138","2,72","0,278155","13,38138","2,72","0,330925","13,38113","2,72","0,3177325","13,38125","2,72","0,2940496","13,38125","2,72","0,2660751","13,38138","2,72","0,3019969","13,38125",,,
"2,73","25,5305","13,43113","2,73","0,2970695","13,43138","2,73","0,2789497","13,43138","2,73","0,3258387","13,43125","2,73","0,3178914","13,43125","2,73","0,2991358","13,43138","2,73","0,2652804","13,43138","2,73","0,3137589","13,43125",,,
"2,74","25,63604","13,48125","2,74","0,298818","13,48125","2,74","0,2760887","13,48125","2,74","0,3205935","13,48125","2,74","0,3155073","13,48125","2,74","0,3031095","13,4815","2,74","0,2654394","13,48113","2,74","0,3264745","13,48113",,,
"2,75","25,73697","13,53113","2,75","0,3023148","13,53113","2,75","0,278155","13,5315","2,75","0,3202756","13,531","2,75","0,3170967","13,53125","2,75","0,3067652","13,53125","2,75","0,2686183","13,53138","2,75","0,336806","13,53125",,,
"2,76","25,83345","13,581","2,76","0,3050168","13,58138","2,76","0,2787908","13,58138","2,76","0,3170967","13,581","2,76","0,3240903","13,581","2,76","0,3110568","13,58138","2,76","0,2716382","13,58138","2,76","0,3409386","13,58125",,,
"2,77","25,92309","13,631","2,77","0,3046989","13,63138","2,77","0,278155","13,63125","2,77","0,3142357","13,63125","2,77","0,3272692","13,63113","2,77","0,3139178","13,6315","2,77","0,2732277","13,6315","2,77","0,3380775","13,63125",,,
"2,78","26,00543","13,68113","2,78","0,3035863","13,68125","2,78","0,2827644","13,68125","2,78","0,3145536","13,68113","2,78","0,3306071","13,68125","2,78","0,316143","13,68138","2,78","0,2749761","13,68125","2,78","0,3285408","13,68125",,,
"2,79","26,08347","13,73125","2,79","0,3031095","13,73125","2,79","0,2835592","13,73138","2,79","0,3083547","13,731","2,79","0,3388723","13,73125","2,79","0,3201167","13,73125","2,79","0,2789497","13,73125","2,79","0,3155073","13,73125",,,
"2,8","26,16056","13,781","2,8","0,304381","13,7815","2,8","0,2797445","13,7815","2,8","0,3004074","13,78113","2,8","0,3431638","13,78113","2,8","0,325044","13,78138","2,8","0,2829234","13,78138","2,8","0,304381","13,78138",,,
"2,81","26,23765","13,83113","2,81","0,30756","13,8315","2,81","0,2800623","13,83125","2,81","0,2983411","13,83125","2,81","0,3460248","13,83113","2,81","0,328064","13,8315","2,81","0,2856255","13,83138","2,81","0,2970695","13,83125",,,
"2,82","26,31219","13,88125","2,82","0,3105799","13,88125","2,82","0,2787908","13,88113","2,82","0,2943675","13,88113","2,82","0,3527006","13,88125","2,82","0,3285408","13,88138","2,82","0,2900759","13,88125","2,82","0,2923012","13,88113",,,
"2,83","26,38292","13,93113","2,83","0,3126462","13,93125","2,83","0,2740224","13,9315","2,83","0,2888044","13,931","2,83","0,3566742","13,93125","2,83","0,3293355","13,93125","2,83","0,2951622","13,93138","2,83","0,2903938","13,93138",,,
"2,84","26,45206","13,98113","2,84","0,3174146","13,9815","2,84","0,2741814","13,9815","2,84","0,2888044","13,98125","2,84","0,3595352","13,98113","2,84","0,3304482","13,98138","2,84","0,2967516","13,9815","2,84","0,2911886","13,98138",,,
"2,85","26,522","14,03113","2,85","0,325044","14,03138","2,85","0,2748171","14,03125","2,85","0,2861023","14,03125","2,85","0,3682772","14,03113","2,85","0,3304482","14,0315","2,85","0,2959569","14,03138","2,85","0,292778","14,03125",,,
"2,86","26,59416","14,08125","2,86","0,3344218","14,08125","2,86","0,2717972","14,08125","2,86","0,2803802","14,08113","2,86","0,3773371","14,08125","2,86","0,3314018","14,0815","2,86","0,2954801","14,08125","2,86","0,2923012","14,08113",,,
"2,87","26,66648","14,13125","2,87","0,3431638","14,13125","2,87","0,2717972","14,13138","2,87","0,2805392","14,131","2,87","0,3852844","14,13125","2,87","0,3345807","14,13138","2,87","0,2954801","14,13138","2,87","0,2903938","14,13138",,,
"2,88","26,73515","14,18113","2,88","0,3519058","14,1815","2,88","0,2702077","14,18138","2,88","0,2816518","14,18113","2,88","0,3999074","14,18113","2,88","0,3391902","14,1815","2,88","0,2954801","14,1815","2,88","0,2876917","14,18138",,,
"2,89","26,79714","14,23113","2,89","0,36033","14,23138","2,89","0,2617836","14,23125","2,89","0,2800623","14,23125","2,89","0,4134178","14,23125","2,89","0,3433228","14,23163","2,89","0,2975464","14,23138","2,89","0,284036","14,23125",,,
"2,9","26,85356","14,28125","2,9","0,3682772","14,28113","2,9","0,2582868","14,28113","2,9","0,2824465","14,28113","2,9","0,4213651","14,28138","2,9","0,3471375","14,2815","2,9","0,3018379","14,28125","2,9","0,2792676","14,28113",,,
"2,91","26,90569","14,33125","2,91","0,3762245","14,33125","2,91","0,260671","14,33138","2,91","0,2845128","14,33113","2,91","0,4345576","14,33125","2,91","0,3504753","14,33125","2,91","0,3039042","14,33125","2,91","0,2732277","14,33138",,,
"2,92","26,95481","14,38113","2,92","0,3841718","14,3815","2,92","0,2598763","14,3815","2,92","0,2813339","14,38113","2,92","0,4512469","14,38125","2,92","0,3527006","14,3815","2,92","0,3050168","14,38163","2,92","0,2657572","14,38138",,,
"2,93","26,99979","14,43113","2,93","0,3913244","14,4315","2,93","0,260671","14,43125","2,93","0,2824465","14,43138","2,93","0,4644394","14,43113","2,93","0,35429","14,43163","2,93","0,30756","14,43138","2,93","0,2589226","14,43125",,,
"2,94","27,04223","14,48138","2,94","0,3980001","14,48125","2,94","0,2636909","14,48113","2,94","0,2853076","14,48113","2,94","0,4782677","14,48138","2,94","0,3558795","14,4815","2,94","0,3115336","14,48125","2,94","0,2551079","14,48113",,,
"2,95","27,0826","14,53125","2,95","0,4038811","14,53125","2,95","0,2597173","14,53138","2,95","0,284036","14,53113","2,95","0,4906654","14,53138","2,95","0,3584226","14,53138","2,95","0,3150304","14,53138","2,95","0,2554258","14,53138",,,
"2,96","27,11996","14,581","2,96","0,4062653","14,58138","2,96","0,2566973","14,58138","2,96","0,2859434","14,58113","2,96","0,4957517","14,58113","2,96","0,3614426","14,5815","2,96","0,3186862","14,5815","2,96","0,2589226","14,58125",,,
"2,97","27,15333","14,63113","2,97","0,4035632","14,63138","2,97","0,2609889","14,63113","2,97","0,2900759","14,63125","2,97","0,497818","14,63113","2,97","0,3635089","14,63163","2,97","0,3232956","14,6315","2,97","0,2660751","14,63125",,,
"2,98","27,18163","14,68125","2,98","0,3984769","14,68125","2,98","0,2617836","14,68125","2,98","0,2891223","14,68113","2,98","0,4960696","14,68138","2,98","0,363191","14,6815","2,98","0,3277461","14,68138","2,98","0,275294","14,68113",,,
"2,99","27,20658","14,73125","2,99","0,392437","14,73125","2,99","0,2613068","14,73138","2,99","0,2900759","14,73113","2,99","0,4857381","14,73138","2,99","0,3606478","14,73138","2,99","0,3321966","14,73138","2,99","0,2827644","14,73138",,,
"3","27,22724","14,78113","3","0,3833771","14,78138","3","0,2652804","14,78138","3","0,2943675","14,78113","3","0,474294","14,78113","3","0,3558795","14,78138","3","0,3380775","14,7815","3","0,2851486","14,78138",,,
"3,01","27,24393","14,831","3,01","0,3701846","14,83138","3,01","0,2668699","14,83125","3,01","0,2932549","14,83113","3,01","0,4644394","14,83113","3,01","0,3495216","14,8315","3,01","0,3439585","14,83138","3,01","0,2800623","14,83138",,,
"3,02","27,25665","14,88138","3,02","0,3536542","14,88125","3,02","0,2673467","14,88125","3,02","0,2943675","14,88125","3,02","0,4472733","14,88125","3,02","0,3407796","14,8815","3,02","0,3503164","14,88125","3,02","0,2702077","14,88125",,,
"3,03","27,26587","14,93113","3,03","0,3377596","14,93125","3,03","0,2721151","14,93138","3,03","0,3019969","14,931","3,03","0,4269282","14,93125","3,03","0,328064","14,93125","3,03","0,3592173","14,93125","3,03","0,260512","14,93138",,,
"3,04","27,26968","14,98113","3,04","0,3245672","14,98138","3,04","0,2716382","14,98138","3,04","0,304381","14,98113","3,04","0,4088084","14,98113","3,04","0,3123283","14,98125","3,04","0,369072","14,98138","3,04","0,254631","14,98138",,,
"3,05","27,26428","15,031","3,05","0,3145536","15,03138","3,05","0,266552","15,03125","3,05","0,3027916","15,03125","3,05","0,3876686","15,031","3,05","0,2964338","15,0315","3,05","0,3757477","15,03138","3,05","0,251929","15,03125",,,
"3,06","27,2514","15,08125","3,06","0,3050168","15,08125","3,06","0,2676646","15,08125","3,06","0,3046989","15,08113","3,06","0,3679594","15,08125","3,06","0,2829234","15,08138","3,06","0,3782908","15,08113","3,06","0,2522469","15,08125",,,
"3,07","27,23392","15,13125","3,07","0,2954801","15,13113","3,07","0,2689362","15,13138","3,07","0,3054937","15,13088","3,07","0,3563563","15,13138","3,07","0,2708435","15,13125","3,07","0,3801982","15,13125","3,07","0,2573331","15,13138",,,
"3,08","27,21262","15,181","3,08","0,2883275","15,18138","3,08","0,2646446","15,18125","3,08","0,3058116","15,18088","3,08","0,3431638","15,18113","3,08","0,2590815","15,18125","3,08","0,380675","15,1815","3,08","0,2644857","15,18138",,,
"3,09","27,18608","15,23113","3,09","0,2851486","15,23125","3,09","0,2641678","15,23125","3,09","0,3115336","15,23125","3,09","0,3298124","15,23113","3,09","0,2490679","15,2315","3,09","0,3801982","15,23138","3,09","0,2697309","15,23125",,,
"3,1","27,15254","15,28138","3,1","0,2821287","15,281","3,1","0,2652804","15,28125","3,1","0,3150304","15,28113","3,1","0,3245672","15,28138","3,1","0,2411207","15,28138","3,1","0,3790855","15,28125","3,1","0,275294","15,28125",,,
"3,11","27,11217","15,33113","3,11","0,2787908","15,33113","3,11","0,2617836","15,3315","3,11","0,3166199","15,33088","3,11","0,3201167","15,33113","3,11","0,2355576","15,33125","3,11","0,3754298","15,33125","3,11","0,2824465","15,33138",,,
"3,12","27,06814","15,38113","3,12","0,2764066","15,38125","3,12","0,260671","15,38138","3,12","0,3240903","15,38113","3,12","0,3153483","15,38113","3,12","0,2320607","15,38125","3,12","0,3674825","15,38138","3,12","0,2883275","15,38138",,,
"3,13","27,02157","15,43113","3,13","0,2744993","15,43125","3,13","0,260671","15,43138","3,13","0,3290176","15,43113","3,13","0,3178914","15,43113","3,13","0,2309481","15,43138","3,13","0,3568331","15,43138","3,13","0,2907117","15,43138",,,
"3,14","26,97261","15,48138","3,14","0,272433","15,48113","3,14","0,2565384","15,48125","3,14","0,328064","15,48113","3,14","0,3218651","15,48138","3,14","0,2331734","15,48138","3,14","0,3463427","15,48113","3,14","0,2900759","15,48125",,,
"3,15","26,92143","15,53125","3,15","0,2697309","15,531","3,15","0,2551079","15,5315","3,15","0,3328323","15,531","3,15","0,3232956","15,53125","3,15","0,2363523","15,53125","3,15","0,3361702","15,53138","3,15","0,2853076","15,5315",,,
"3,16","26,86755","15,581","3,16","0,2681414","15,58138","3,16","0,2557437","15,58138","3,16","0,3391902","15,581","3,16","0,3290176","15,58113","3,16","0,2387365","15,58138","3,16","0,3256798","15,58138","3,16","0,2776782","15,5815",,,
"3,17","26,81065","15,63113","3,17","0,269413","15,63125","3,17","0,2500216","15,63125","3,17","0,3401438","15,63138","3,17","0,3344218","15,63125","3,17","0,2408028","15,6315","3,17","0,3145536","15,6315","3,17","0,272433","15,63138",,,
"3,18","26,74993","15,68138","3,18","0,2733866","15,68113","3,18","0,246048","15,68125","3,18","0,3449122","15,68125","3,18","0,333786","15,68138","3,18","0,2435048","15,68138","3,18","0,3034274","15,68125","3,18","0,2717972","15,68125",,,
"3,19","26,68603","15,73125","3,19","0,278155","15,73113","3,19","0,2466838","15,73138","3,19","0,35127","15,73113","3,19","0,3364881","15,73138","3,19","0,2482732","15,73125","3,19","0,2924601","15,73138","3,19","0,2756119","15,73138",,,
"3,2","26,61816","15,78113","3,2","0,2821287","15,78138","3,2","0,2427101","15,7815","3,2","0,35127","15,78113","3,2","0,3423691","15,78125","3,2","0,2538363","15,78138","3,2","0,2829234","15,7815","3,2","0,2837181","15,7815",,,
"3,21","26,54537","15,83125","3,21","0,2856255","15,83138","3,21","0,2395312","15,83125","3,21","0,3534953","15,83138","3,21","0,3449122","15,83125","3,21","0,2589226","15,8315","3,21","0,2757708","15,8315","3,21","0,2954801","15,83125",,,
"3,22","26,4651","15,88138","3,22","0,2880096","15,88125","3,22","0,2420743","15,88125","3,22","0,3600121","15,88138","3,22","0,35127","15,88138","3,22","0,2649625","15,8815","3,22","0,2716382","15,88138","3,22","0,3067652","15,88125",,,
"3,23","26,37704","15,93125","3,23","0,2880096","15,93125","3,23","0,2428691","15,9315","3,23","0,363191","15,93113","3,23","0,3614426","15,93125","3,23","0,2732277","15,93125","3,23","0,2692541","15,9315","3,23","0,316143","15,9315",,,
"3,24","26,28342","15,98113","3,24","0,2872149","15,98138","3,24","0,2439817","15,98138","3,24","0,3670057","15,98125","3,24","0,3650983","15,98125","3,24","0,2816518","15,98138","3,24","0,2673467","15,9815","3,24","0,3217061","15,98138",,,
"3,25","26,18472","16,03125","3,25","0,289917","16,03138","3,25","0,2492269","16,03125","3,25","0,3714561","16,03138","3,25","0,3679594","16,03125","3,25","0,2883275","16,03138","3,25","0,2652804","16,0315","3,25","0,3217061","16,03138",,,
"3,26","26,07997","16,08138","3,26","0,295639","16,08125","3,26","0,2495448","16,08125","3,26","0,3695488","16,08125","3,26","0,3743172","16,08138","3,26","0,2946854","16,08138","3,26","0,2622604","16,08125","3,26","0,3155073","16,08113",,,
"3,27","25,96871","16,13138","3,27","0,3007253","16,13125","3,27","0,2463659","16,13125","3,27","0,3695488","16,13113","3,27","0,3770193","16,13138","3,27","0,2999306","16,13113","3,27","0,2601942","16,13138","3,27","0,3083547","16,13138",,,
"3,28","25,85077","16,18113","3,28","0,3031095","16,18138","3,28","0,24875","16,18138","3,28","0,3757477","16,18113","3,28","0,3786087","16,18113","3,28","0,3026327","16,18138","3,28","0,2613068","16,18163","3,28","0,3034274","16,1815",,,
"3,29","25,72966","16,23112","3,29","0,3054937","16,23138","3,29","0,2500216","16,23125","3,29","0,3751119","16,23138","3,29","0,3844897","16,23112","3,29","0,3046989","16,2315","3,29","0,2641678","16,2315","3,29","0,30152","16,23125",,,
"3,3","25,60933","16,28125","3,3","0,3089905","16,28113","3,3","0,2484322","16,28113","3,3","0,3693899","16,28125","3,3","0,386397","16,28138","3,3","0,3081957","16,28138","3,3","0,2673467","16,28138","3,3","0,3039042","16,28113",,,
"3,31","25,48838","16,33125","3,31","0,3121694","16,33125","3,31","0,251929","16,33125","3,31","0,3670057","16,33125","3,31","0,3857613","16,33125","3,31","0,3129641","16,33138","3,31","0,2713203","16,33125","3,31","0,3099442","16,33125",,,
"3,32","25,36726","16,38113","3,32","0,3134409","16,38125","3,32","0,2539953","16,38138","3,32","0,3614426","16,38125","3,32","0,3892581","16,38113","3,32","0,3169378","16,3815","3,32","0,2760887","16,3815","3,32","0,3182093","16,3815",,,
"3,33","25,25282","16,431","3,33","0,3145536","16,43138","3,33","0,2532005","16,43125","3,33","0,3527006","16,43138","3,33","0,3900528","16,431","3,33","0,3205935","16,4315","3,33","0,2797445","16,4315","3,33","0,3266335","16,43138",,,
"3,34","25,14966","16,48138","3,34","0,3166199","16,48125","3,34","0,25781","16,48125","3,34","0,3487269","16,48125","3,34","0,3887812","16,48138","3,34","0,3256798","16,4815","3,34","0,2832413","16,48112","3,34","0,3344218","16,48112",,,
"3,35","25,05573","16,53138","3,35","0,3190041","16,53125","3,35","0,2630552","16,53138","3,35","0,3423691","16,53113","3,35","0,392437","16,53138","3,35","0,330925","16,53125","3,35","0,2876917","16,53113","3,35","0,3407796","16,53138",,,
"3,36","24,96656","16,581","3,36","0,319322","16,58138","3,36","0,2638499","16,58138","3,36","0,3317197","16,58125","3,36","0,3967285","16,58113","3,36","0,3348986","16,58138","3,36","0,2930959","16,58138","3,36","0,3431638","16,58138",,,
"3,37","24,88152","16,631","3,37","0,3186862","16,63138","3,37","0,2692541","16,63125","3,37","0,3242493","16,63138","3,37","0,4000664","16,63113","3,37","0,3376007","16,6315","3,37","0,2970695","16,6315","3,37","0,3388723","16,63138",,,
"3,38","24,80237","16,68125","3,38","0,3205935","16,68138","3,38","0,2760887","16,68125","3,38","0,316302","16,68113","3,38","0,40706","16,68138","3,38","0,3380775","16,68138","3,38","0,2999306","16,68113","3,38","0,3298124","16,68113",,,
"3,39","24,72989","16,73125","3,39","0,3253619","16,73125","3,39","0,2773603","16,73138","3,39","0,3067652","16,73112","3,39","0,412782","16,73138","3,39","0,3376007","16,73138","3,39","0,3026327","16,73125","3,39","0,3182093","16,73125",,,
"3,4","24,66218","16,781","3,4","0,330925","16,78138","3,4","0,2803802","16,78138","3,4","0,3019969","16,78113","3,4","0,4154841","16,78113","3,4","0,3369649","16,78138","3,4","0,3035863","16,78138","3,4","0,3051758","16,7815",,,
"3,41","24,59606","16,831","3,41","0,3360113","16,83138","3,41","0,2861023","16,83125","3,41","0,2972285","16,83138","3,41","0,4213651","16,831","3,41","0,3361702","16,83162","3,41","0,3046989","16,83138","3,41","0,2943675","16,83138",,,
"3,42","24,53359","16,88138","3,42","0,3420512","16,88125","3,42","0,2867381","16,88113","3,42","0,2895991","16,88125","3,42","0,4254977","16,88125","3,42","0,3361702","16,8815","3,42","0,30756","16,88125","3,42","0,2911886","16,88113",,,
"3,43","24,47557","16,93125","3,43","0,3488859","16,93138","3,43","0,2892812","16,93125","3,43","0,2884865","16,931","3,43","0,4250208","16,93125","3,43","0,3377596","16,93125","3,43","0,3113747","16,93125","3,43","0,2911886","16,93138",,,
"3,44","24,41883","16,98112","3,44","0,3544489","16,9815","3,44","0,2970695","16,98125","3,44","0,2891223","16,98112","3,44","0,4289945","16,98112","3,44","0,3401438","16,98125","3,44","0,3137589","16,98138","3,44","0,2892812","16,98138",,,
"3,45","24,35621","17,031","3,45","0,3584226","17,03138","3,45","0,2999306","17,03113","3,45","0,2821287","17,03125","3,45","0,4342397","17,03113","3,45","0,3412565","17,0315","3,45","0,3155073","17,03125","3,45","0,2900759","17,03125",,,
"3,46","24,28611","17,08138","3,46","0,3635089","17,08125","3,46","0,3018379","17,08113","3,46","0,2784729","17,08125","3,46","0,4358292","17,08138","3,46","0,3431638","17,0815","3,46","0,3182093","17,08113","3,46","0,2943675","17,08125",,,
"3,47","24,2095","17,13125","3,47","0,3685951","17,13125","3,47","0,3058116","17,13138","3,47","0,2808571","17,13113","3,47","0,4425049","17,13138","3,47","0,3465017","17,13125","3,47","0,3226598","17,13138","3,47","0,2978643","17,1315",,,
"3,48","24,12383","17,181","3,48","0,3714561","17,1815","3,48","0,3050168","17,18138","3,48","0,2813339","17,181","3,48","0,4528364","17,18113","3,48","0,3495216","17,18138","3,48","0,3272692","17,18138","3,48","0,2994537","17,18125",,,
"3,49","24,02449","17,23125","3,49","0,3735224","17,2315","3,49","0,3051758","17,23125","3,49","0,2853076","17,23125","3,49","0,4576047","17,23125","3,49","0,3504753","17,23163","3,49","0,3312429","17,23138","3,49","0,2978643","17,23138",,,
"3,5","23,91005","17,28138","3,5","0,3767014","17,28125","3,5","0,3121694","17,28125","3,5","0,2915064","17,28125","3,5","0,4615784","17,28138","3,5","0,35127","17,28138","3,5","0,3369649","17,28125","3,5","0,2903938","17,28125",,,
"3,51","23,77939","17,33125","3,51","0,3805161","17,33113","3,51","0,3131231","17,33138","3,51","0,2892812","17,331","3,51","0,4647573","17,33125","3,51","0,3511111","17,33125","3,51","0,3457069","17,33125","3,51","0,2784729","17,33138",,,
"3,52","23,62458","17,38113","3,52","0,3821055","17,3815","3,52","0,3097852","17,38125","3,52","0,2888044","17,381","3,52","0,459671","17,38113","3,52","0,3480911","17,38125","3,52","0,3523827","17,38138","3,52","0,2700488","17,38138",,,
"3,53","23,43448","17,43113","3,53","0,3801982","17,4315","3,53","0,3113747","17,43125","3,53","0,2962748","17,43125","3,53","0,4544258","17,43125","3,53","0,3423691","17,4315","3,53","0,3547668","17,43138","3,53","0,2670288","17,43125",,,
"3,54","23,19495","17,48138","3,54","0,3762245","17,48125","3,54","0,3086726","17,48112","3,54","0,3002485","17,48125","3,54","0,4525185","17,48138","3,54","0,3353755","17,4815","3,54","0,3563563","17,48112","3,54","0,2668699","17,48125",,,
"3,55","22,88389","17,53125","3,55","0,3698667","17,53125","3,55","0,2991358","17,5315","3,55","0,3019969","17,531","3,55","0,4429817","17,53125","3,55","0,3272692","17,53125","3,55","0,3611247","17,53125","3,55","0,2692541","17,5315",,,
"3,56","22,4781","17,581","3,56","0,3606478","17,5815","3,56","0,2938906","17,58138","3,56","0,3081957","17,581","3,56","0,4285177","17,58113","3,56","0,3194809","17,58138","3,56","0,3674825","17,58138","3,56","0,2760887","17,58138",,,
"3,57","21,95485","17,63113","3,57","0,348409","17,63138","3,57","0,2888044","17,63125","3,57","0,3102621","17,63125","3,57","0,4175504","17,63125","3,57","0,3121694","17,6315","3,57","0,3749529","17,63138","3,57","0,2875328","17,63138",,,
"3,58","21,24739","17,68125","3,58","0,3360113","17,68125","3,58","0,2773603","17,68125","3,58","0,3091494","17,68125","3,58","0,40404","17,68125","3,58","0,304381","17,68138","3,58","0,3825823","17,68125","3,58","0,2994537","17,68125",,,
"3,59","20,22171","17,73125","3,59","0,3242493","17,73125","3,59","0,2686183","17,73138","3,59","0,3145536","17,73113","3,59","0,3897349","17,73125","3,59","0,2962748","17,73138","3,59","0,3844897","17,73125","3,59","0,3089905","17,73138",,,
"3,6","18,81027","17,78113","3,6","0,3121694","17,78138","3,6","0,2630552","17,78138","3,6","0,3185272","17,78113","3,6","0,3822645","17,78125","3,6","0,2884865","17,78138","3,6","0,3805161","17,78138","3,6","0,3134409","17,78138",,,
"3,61","17,16232","17,83125","3,61","0,2991358","17,83138","3,61","0,25479","17,83125","3,61","0,3186862","17,83125","3,61","0,3733635","17,83125","3,61","0,2805392","17,8315","3,61","0,3786087","17,83138","3,61","0,3107389","17,83138",,,
"3,62","15,55729","17,88125","3,62","0,2861023","17,88113","3,62","0,2503395","17,881","3,62","0,3237724","17,88125","3,62","0,3606478","17,88138","3,62","0,2708435","17,88138","3,62","0,3790855","17,88125","3,62","0,3034274","17,88125",,,
"3,63","14,19338","17,93125","3,63","0,2757708","17,93113","3,63","0,24875","17,93125","3,63","0,3272692","17,931","3,63","0,35429","17,93125","3,63","0,2598763","17,93125","3,63","0,3751119","17,93138","3,63","0,2972285","17,93138",,,
"3,64","13,12335","17,97925","3,64","0,2686183","17,98138","3,64","0,2439817","17,98138","3,64","0,325044","17,98125","3,64","0,3496806","17,98125","3,64","0,2522469","17,9815","3,64","0,3674825","17,98138","3,64","0,2954801","17,98138",,,
"3,65","12,31559","18,00675","3,65","0,2641678","18,03125","3,65","0,2415975","18,03113","3,65","0,3269514","18,03138","3,65","0,3420512","18,03125","3,65","0,2482732","18,0315","3,65","0,3600121","18,03138","3,65","0,2964338","18,03125",,,
"3,66","11,69729","18,00738","3,66","0,2621015","18,08113","3,66","0,2411207","18,08113","3,66","0,3298124","18,08125","3,66","0,3391902","18,08138","3,66","0,2452533","18,0815","3,66","0,3507932","18,08125","3,66","0,2999306","18,08113",,,
,,,"3,67","0,2617836","18,13113","3,67","0,2365112","18,13138","3,67","0,3293355","18,13113","3,67","0,3383954","18,13125","3,67","0,243187","18,13125","3,67","0,3377596","18,13125","3,67","0,3067652","18,13138",,,
,,,"3,68","0,2614657","18,18138","3,68","0,2349218","18,18138","3,68","0,3329913","18,18113","3,68","0,3344218","18,181","3,68","0,2436638","18,1815","3,68","0,3234545","18,18138","3,68","0,316302","18,18138",,,
,,,"3,69","0,260512","18,23125","3,69","0,2376239","18,23113","3,69","0,3383954","18,23138","3,69","0,3348986","18,23125","3,69","0,2463659","18,2315","3,69","0,3102621","18,23138","3,69","0,3240903","18,23125",,,
,,,"3,7","0,2582868","18,28113","3,7","0,2365112","18,28113","3,7","0,3383954","18,28125","3,7","0,3391902","18,28138","3,7","0,2492269","18,2815","3,7","0,298659","18,28125","3,7","0,3285408","18,28113",,,
,,,"3,71","0,2582868","18,33125","3,71","0,237147","18,33138","3,71","0,3420512","18,33113","3,71","0,3388723","18,33125","3,71","0,2524058","18,33138","3,71","0,2895991","18,33125","3,71","0,3328323","18,33125",,,
,,,"3,72","0,2609889","18,38138","3,72","0,2420743","18,38138","3,72","0,3488859","18,38125","3,72","0,3399849","18,38125","3,72","0,2574921","18,3815","3,72","0,2835592","18,38138","3,72","0,3372828","18,38125",,,
,,,"3,73","0,2638499","18,43138","3,73","0,2428691","18,43125","3,73","0,3488859","18,43125","3,73","0,3436407","18,43113","3,73","0,263373","18,4315","3,73","0,2776782","18,43138","3,73","0,3376007","18,43113",,,
,,,"3,74","0,2657572","18,48138","3,74","0,2435048","18,48113","3,74","0,3519058","18,48125","3,74","0,3444354","18,48138","3,74","0,2676646","18,4815","3,74","0,272433","18,48113","3,74","0,3344218","18,481",,,
,,,"3,75","0,2681414","18,53138","3,75","0,2490679","18,53138","3,75","0,3608068","18,53113","3,75","0,3472964","18,53125","3,75","0,2705256","18,53125","3,75","0,2700488","18,53125","3,75","0,3301302","18,53125",,,
