"1 _ 1",,,"1 _ 2",,,"1 _ 3",,,"1 _ 4",,,"1 _ 5",,,"1 _ 6",,,"1 _ 7",,,"1 _ 8",,,"1 _ 9",,,"1 _ 10",,,"1 _ 11",,,"1 _ 12",,
"Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie"
"sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm"
"0,25","0,01414617","1,03075","0,25","0,0243187","1,030625","0,25","0,05817413","1,030625","0,25","0,03147125","1,03075","0,25","0,08757909","1,030625","0,25","0,06421407","1,030625","0,25","0,03242493","1,03075","0,25","0,1277924","1,03075","0,25","0,08233389","1,030625","0,25","0,02797445","1,03075","0,25","0,02765656","1,030625","0,25","0,05928675","1,030625"
"0,26","0,0184377","1,0805","0,26","0,03067652","1,0805","0,26","0,06341934","1,0805","0,26","0,0295639","1,0805","0,26","0,0910759","1,0805","0,26","0,07041296","1,0805","0,26","0,03671646","1,0805","0,26","0,137647","1,0805","0,26","0,08646647","1,08075","0,26","0,02908707","1,0805","0,26","0,03067652","1,0805","0,26","0,06262461","1,0805"
"0,27","0,01796087","1,130875","0,27","0,03226598","1,13075","0,27","0,06739298","1,13075","0,27","0,03035863","1,13075","0,27","0,08678436","1,13075","0,27","0,06977717","1,13075","0,27","0,04021327","1,13075","0,27","0,1482964","1,13075","0,27","0,09202957","1,130875","0,27","0,03083547","1,13075","0,27","0,03306071","1,13075","0,27","0,06103516","1,130625"
"0,28","0,01653036","1,181","0,28","0,0316302","1,181","0,28","0,07168452","1,180875","0,28","0,035127","1,180875","0,28","0,08598963","1,180875","0,28","0,06771088","1,180875","0,28","0,04339218","1,180875","0,28","0,1594226","1,180875","0,28","0,09870529","1,180875","0,28","0,03433228","1,180875","0,28","0,03226598","1,180875","0,28","0,06453196","1,180875"
"0,29","0,01955032","1,230875","0,29","0,0354449","1,230875","0,29","0,07756551","1,230875","0,29","0,03798803","1,230875","0,29","0,090758","1,230875","0,29","0,07200241","1,230875","0,29","0,04704793","1,230875","0,29","0,1659393","1,230875","0,29","0,1031558","1,231","0,29","0,03671646","1,23075","0,29","0,02113978","1,230875","0,29","0,07327398","1,230875"
"0,3","0,02193451","1,280875","0,3","0,03941854","1,28075","0,3","0,08122126","1,280875","0,3","0,035127","1,28075","0,3","0,08710226","1,280875","0,3","0,07295609","1,280875","0,3","0,04943212","1,280875","0,3","0,1737277","1,280875","0,3","0,111421","1,281125","0,3","0,03639857","1,280875","0,3","0,007629395","1,280875","0,3","0,07565816","1,280875"
"0,31","0,02161662","1,331","0,31","0,03798803","1,331","0,31","0,08328756","1,331","0,31","0,035127","1,331","0,31","0,07454554","1,331","0,31","0,07295609","1,331","0,31","0,04911423","1,331","0,31","0,1832644","1,331","0,31","0,1193682","1,331125","0,31","0,03782908","1,331","0,31","0,004927317","1,331","0,31","0,07168452","1,330875"
"0,32","0,02368291","1,381","0,32","0,03989537","1,381125","0,32","0,08869171","1,381125","0,32","0,04259745","1,381125","0,32","0,07088979","1,381","0,32","0,07931391","1,381125","0,32","0,04895528","1,381","0,32","0,1953443","1,381125","0,32","0,1252492","1,381","0,32","0,04466375","1,381125","0,32","0,01017253","1,381125","0,32","0,0743866","1,381"
"0,33","0,02559026","1,431","0,33","0,04736583","1,431","0,33","0,09520849","1,431","0,33","0,0462532","1,431","0,33","0,07836024","1,431","0,33","0,08551279","1,431","0,33","0,04943212","1,431","0,33","0,2152125","1,431","0,33","0,1357396","1,431125","0,33","0,04943212","1,431","0,33","0,01398722","1,431125","0,33","0,08328756","1,431125"
"0,34","0,02352397","1,480875","0,34","0,0483195","1,481","0,34","0,09870529","1,480875","0,34","0,04021327","1,480875","0,34","0,08360545","1,481","0,34","0,09202957","1,480875","0,34","0,04863739","1,480875","0,34","0,2363523","1,481","0,34","0,1452764","1,48125","0,34","0,04752477","1,481","0,34","0,02113978","1,480875","0,34","0,08757909","1,480875"
"0,35","0,02241135","1,531125","0,35","0,04498164","1,531125","0,35","0,1029968","1,531125","0,35","0,03703435","1,53125","0,35","0,08630753","1,531125","0,35","0,1047452","1,531125","0,35","0,04704793","1,53125","0,35","0,2584457","1,53125","0,35","0,1514753","1,53125","0,35","0,04704793","1,531125","0,35","0,03353755","1,531125","0,35","0,08837382","1,531125"
"0,36","0,0240008","1,581125","0,36","0,04863739","1,581125","0,36","0,1095136","1,581125","0,36","0,04227956","1,581125","0,36","0,09202957","1,581125","0,36","0,1173019","1,581125","0,36","0,04784266","1,581125","0,36","0,2891223","1,581125","0,36","0,1622836","1,581125","0,36","0,05261103","1,581125","0,36","0,04227956","1,581125","0,36","0,09202957","1,581125"
"0,37","0,02447764","1,631125","0,37","0,05340576","1,631125","0,37","0,114282","1,631125","0,37","0,04466375","1,631125","0,37","0,09600321","1,631125","0,37","0,1293818","1,631125","0,37","0,05149841","1,631125","0,37","0,319322","1,63125","0,37","0,1721382","1,63125","0,37","0,05706151","1,63125","0,37","0,04704793","1,631125","0,37","0,09870529","1,631125"
"0,38","0,02511342","1,681","0,38","0,05261103","1,681125","0,38","0,1185735","1,681125","0,38","0,04180272","1,681","0,38","0,09520849","1,681125","0,38","0,1413027","1,681","0,38","0,05690257","1,681125","0,38","0,3450712","1,681125","0,38","0,1770655","1,681375","0,38","0,05610784","1,681","0,38","0,05133947","1,681125","0,38","0,1042684","1,681125"
"0,39","0,02765656","1,73125","0,39","0,05547206","1,731125","0,39","0,1262029","1,731125","0,39","0,04339218","1,73125","0,39","0,09520849","1,731125","0,39","0,1514753","1,73125","0,39","0,06373724","1,73125","0,39","0,3762245","1,73125","0,39","0,1861254","1,73125","0,39","0,05578995","1,73125","0,39","0,04418691","1,73125","0,39","0,1074473","1,731125"
"0,4","0,0298818","1,78125","0,4","0,06182988","1,78125","0,4","0,1344681","1,78125","0,4","0,05054474","1,78125","0,4","0,096639","1,78125","0,4","0,163873","1,78125","0,4","0,07120768","1,78125","0,4","0,4107157","1,78125","0,4","0,1943906","1,78125","0,4","0,06167094","1,78125","0,4","0,02717972","1,78125","0,4","0,108242","1,781125"
"0,41","0,03083547","1,831125","0,41","0,05976359","1,83125","0,41","0,1397133","1,83125","0,41","0,05340576","1,83125","0,41","0,08885065","1,831125","0,41","0,1773834","1,83125","0,41","0,07756551","1,831125","0,41","0,4442533","1,83125","0,41","0,1993179","1,831125","0,41","0,06818771","1,831125","0,41","0,02447764","1,83125","0,41","0,1069705","1,83125"
"0,42","0,03353755","1,881125","0,42","0,05737941","1,881","0,42","0,1452764","1,881","0,42","0,05070369","1,881125","0,42","0,06802877","1,881125","0,42","0,1893044","1,881125","0,42","0,08312861","1,881125","0,42","0,4839897","1,881","0,42","0,2115567","1,881375","0,42","0,06930033","1,881125","0,42","0,02670288","1,881125","0,42","0,10554","1,88125"
"0,43","0,03592173","1,93125","0,43","0,06612142","1,931375","0,43","0,15227","1,93125","0,43","0,05022685","1,93125","0,43","0,04196167","1,93125","0,43","0,2031326","1,93125","0,43","0,08869171","1,93125","0,43","0,521342","1,93125","0,43","0,2252261","1,931375","0,43","0,06802877","1,93125","0,43","0,02082189","1,93125","0,43","0,1050631","1,93125"
"0,44","0,03623962","1,98125","0,44","0,07279714","1,98125","0,44","0,1598994","1,98125","0,44","0,0538826","1,98125","0,44","0,02479553","1,98125","0,44","0,2128283","1,98125","0,44","0,09425481","1,98125","0,44","0,5483627","1,981125","0,44","0,2361933","1,981125","0,44","0,06930033","1,981125","0,44","0,03115336","1,981125","0,44","0,1071294","1,981125"
"0,45","0,03623962","2,031375","0,45","0,07088979","2,03125","0,45","0,1691182","2,03125","0,45","0,05737941","2,03125","0,45","0,02193451","2,03125","0,45","0,2175967","2,03125","0,45","0,09981791","2,03125","0,45","0,5760193","2,03125","0,45","0,25177","2,03125","0,45","0,07454554","2,03125","0,45","0,05054474","2,03125","0,45","0,1134872","2,03125"
"0,46","0,03560384","2,081125","0,46","0,07486343","2,081125","0,46","0,1821518","2,081125","0,46","0,05690257","2,081125","0,46","0,02447764","2,081125","0,46","0,2279282","2,081","0,46","0,1063347","2,081125","0,46","0,6039937","2,08125","0,46","0,2671877","2,081375","0,46","0,07883707","2,081125","0,46","0,04943212","2,081125","0,46","0,1196861","2,081125"
"0,47","0,03321965","2,13125","0,47","0,08360545","2,13125","0,47","0,1972516","2,13125","0,47","0,05467733","2,13125","0,47","0,02559026","2,13125","0,47","0,2382596","2,13125","0,47","0,1134872","2,13125","0,47","0,6278356","2,13125","0,47","0,2775192","2,131375","0,47","0,08090337","2,131375","0,47","0,0521342","2,13125","0,47","0,1225471","2,131375"
"0,48","0,0316302","2,181375","0,48","0,08360545","2,18125","0,48","0,213623","2,18125","0,48","0,05610784","2,18125","0,48","0,02717972","2,18125","0,48","0,2462069","2,18125","0,48","0,1204809","2,18125","0,48","0,6516774","2,18125","0,48","0,289917","2,181125","0,48","0,08598963","2,18125","0,48","0,06977717","2,18125","0,48","0,1249313","2,18125"
"0,49","0,03480911","2,23125","0,49","0,0816981","2,23125","0,49","0,2322197","2,23125","0,49","0,05737941","2,231125","0,49","0,03306071","2,231125","0,49","0,2671877","2,23125","0,49","0,126044","2,23125","0,49","0,6736119","2,23125","0,49","0,3021558","2,231125","0,49","0,09346008","2,23125","0,49","0,06659826","2,231125","0,49","0,1309713","2,23125"
"0,5","0,04307429","2,281125","0,5","0,08646647","2,281125","0,5","0,2525648","2,281125","0,5","0,05420049","2,28125","0,5","0,03862381","2,28125","0,5","0,295798","2,28125","0,5","0,1324018","2,28125","0,5","0,6933212","2,28125","0,5","0,3126462","2,2815","0,5","0,09552637","2,281125","0,5","0,04895528","2,28125","0,5","0,1379649","2,28125"
"0,51","0,04752477","2,33125","0,51","0,08757909","2,33125","0,51","0,2708435","2,33125","0,51","0,05070369","2,331125","0,51","0,03782908","2,331125","0,51","0,319322","2,33125","0,51","0,1416206","2,33125","0,51","0,7116","2,33125","0,51","0,3291766","2,33125","0,51","0,09314219","2,331125","0,51","0,04784266","2,33125","0,51","0,1427333","2,33125"
"0,52","0,04434586","2,38125","0,52","0,08440018","2,381375","0,52","0,2859434","2,38125","0,52","0,05372365","2,38125","0,52","0,03401439","2,381375","0,52","0,3463427","2,38125","0,52","0,1532237","2,38125","0,52","0,7236798","2,38125","0,52","0,3495216","2,38125","0,52","0,09520849","2,38125","0,52","0,04752477","2,38125","0,52","0,1487732","2,38125"
"0,53","0,04386902","2,43125","0,53","0,08869171","2,43125","0,53","0,3007253","2,43125","0,53","0,06024043","2,43125","0,53","0,03592173","2,43125","0,53","0,3762245","2,43125","0,53","0,1659393","2,43125","0,53","0,7324219","2,43125","0,53","0,3706614","2,43125","0,53","0,102361","2,43125","0,53","0,03639857","2,431125","0,53","0,1586278","2,43125"
"0,54","0,05054474","2,481125","0,54","0,09711584","2,481","0,54","0,316143","2,481","0,54","0,06453196","2,481","0,54","0,0427564","2,481","0,54","0,3976822","2,481","0,54","0,1777013","2,481125","0,54","0,7441838","2,481","0,54","0,395298","2,48125","0,54","0,1069705","2,481","0,54","0,03941854","2,481","0,54","0,1683235","2,481"
"0,55","0,05133947","2,531125","0,55","0,1010895","2,53125","0,55","0,3312429","2,53125","0,55","0,06453196","2,531125","0,55","0,04657109","2,53125","0,55","0,4189809","2,53125","0,55","0,1864433","2,53125","0,55","0,7534027","2,53125","0,55","0,4189809","2,53125","0,55","0,10554","2,53125","0,55","0,05451838","2,53125","0,55","0,1734098","2,53125"
"0,56","0,04593531","2,58125","0,56","0,105381","2,58125","0,56","0,3490448","2,58125","0,56","0,06532669","2,58125","0,56","0,04498164","2,58125","0,56","0,4413923","2,58125","0,56","0,1940727","2,58125","0,56","0,7626216","2,58125","0,56","0,4417101","2,581125","0,56","0,1031558","2,58125","0,56","0,05976359","2,58125","0,56","0,1769066","2,58125"
"0,57","0,04784266","2,63125","0,57","0,114282","2,631125","0,57","0,3706614","2,63125","0,57","0,07009506","2,63125","0,57","0,04498164","2,631125","0,57","0,459671","2,631125","0,57","0,204881","2,631125","0,57","0,7801056","2,631125","0,57","0,4680952","2,63125","0,57","0,102361","2,631125","0,57","0,06659826","2,631125","0,57","0,1848539","2,631125"
"0,58","0,05133947","2,681125","0,58","0,1209577","2,681125","0,58","0,3948212","2,681","0,58","0,0743866","2,681125","0,58","0,05022685","2,681125","0,58","0,4806519","2,681","0,58","0,2199809","2,681","0,58","0,7982254","2,681","0,58","0,4935265","2,681375","0,58","0,1029968","2,681","0,58","0,08328756","2,681","0,58","0,1972516","2,681"
"0,59","0,04863739","2,731125","0,59","0,1238187","2,731125","0,59","0,4191399","2,731125","0,59","0,07359187","2,731125","0,59","0,0538826","2,731125","0,59","0,5060832","2,731125","0,59","0,2393723","2,731125","0,59","0,8153915","2,731125","0,59","0,5205472","2,73125","0,59","0,1037916","2,731125","0,59","0,08408228","2,731","0,59","0,2083778","2,731125"
"0,6","0,04975001","2,78125","0,6","0,1281102","2,78125","0,6","0,4448891","2,78125","0,6","0,07375082","2,78125","0,6","0,05420049","2,78125","0,6","0,5304019","2,78125","0,6","0,260512","2,78125","0,6","0,8360545","2,78125","0,6","0,5526543","2,78125","0,6","0,1069705","2,78125","0,6","0,0705719","2,78125","0,6","0,216643","2,78125"
"0,61","0,05547206","2,831","0,61","0,131766","2,831125","0,61","0,471274","2,831125","0,61","0,07963181","2,831125","0,61","0,05706151","2,831125","0,61","0,5537669","2,831125","0,61","0,2803802","2,831125","0,61","0,8532206","2,831125","0,61","0,5823771","2,83125","0,61","0,1126925","2,83125","0,61","0,0705719","2,831125","0,61","0,2271334","2,831125"
"0,62","0,05690257","2,881","0,62","0,1324018","2,881","0,62","0,4998843","2,881","0,62","0,08328756","2,881","0,62","0,06421407","2,881","0,62","0,5714099","2,881","0,62","0,2962748","2,881","0,62","0,8699099","2,881","0,62","0,6109874","2,88125","0,62","0,1180967","2,881","0,62","0,07088979","2,881","0,62","0,2406438","2,881"
"0,63","0,0594457","2,931125","0,63","0,1341502","2,931125","0,63","0,530084","2,93125","0,63","0,08090337","2,93125","0,63","0,06818771","2,931125","0,63","0,582854","2,931125","0,63","0,3113747","2,931125","0,63","0,8940697","2,931125","0,63","0,644366","2,931375","0,63","0,1204809","2,931125","0,63","0,0576973","2,931125","0,63","0,2512932","2,931125"
"0,64","0,06882349","2,98125","0,64","0,1387596","2,98125","0,64","0,5602837","2,98125","0,64","0,0816981","2,981125","0,64","0,06723404","2,98125","0,64","0,5958875","2,98125","0,64","0,328064","2,981125","0,64","0,9212494","2,98125","0,64","0,6759961","2,98125","0,64","0,123024","2,98125","0,64","0,06008148","2,981125","0,64","0,2565384","2,98125"
"0,65","0,07359187","3,031125","0,65","0,140508","3,03125","0,65","0,5892118","3,03125","0,65","0,08916855","3,03125","0,65","0,06723404","3,031125","0,65","0,6101926","3,03125","0,65","0,3468195","3,03125","0,65","0,951767","3,031125","0,65","0,7084211","3,03125","0,65","0,1301765","3,03125","0,65","0,07597605","3,03125","0,65","0,2624194","3,03125"
"0,66","0,07041296","3,081","0,66","0,1419385","3,081","0,66","0,6182988","3,081","0,66","0,09504954","3,081","0,66","0,06961823","3,081","0,66","0,6260872","3,081125","0,66","0,3646215","3,081","0,66","0,9856224","3,081125","0,66","0,7435481","3,08125","0,66","0,1373291","3,081125","0,66","0,07359187","3,081","0,66","0,2721151","3,081"
"0,67","0,07120768","3,13125","0,67","0,1487732","3,13125","0,67","0,6496112","3,13125","0,67","0,09552637","3,13125","0,67","0,07009506","3,13125","0,67","0,6467502","3,131125","0,67","0,3786087","3,131125","0,67","1,01614","3,13125","0,67","0,7727941","3,13125","0,67","0,1397133","3,13125","0,67","0,07279714","3,13125","0,67","0,2832413","3,131125"
