"1 _ 1",,,"1 _ 2",,,"1 _ 3",,,"1 _ 4",,,"1 _ 5",,,"1 _ 6",,,"1 _ 7",,,"1 _ 8",,,"1 _ 9",,,"1 _ 10",,
"Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie"
"sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm"
"0","-0,001907349","0,000625","0","-0,00222524","0,000625","0","0,002543132","0,000625","0","-0,0003178914","0,000625","0","0,007311503","0,000875","0","-0,003814697","0,000625","0","-0,00222524","0,000625","0","0,0004768372","0,000625","0","0,0009536743","0,000625","0","0,002066294","0,000625"
"0,01","-0,0007947286","0,0055","0,01","0,0004768372","0,005625","0,01","0,002066294","0,00525","0,01","-0,006357829","0,00525","0,01","0,006993612","0,005375","0,01","-0,002384186","0,00525","0,01","-0,001589457","0,0055","0,01","0,001271566","0,005375","0,01","-0,00111262","0,00525","0,01","-0,0007947286","0,005375"
"0,02","0,003019969","0,0175","0,02","0,007311503","0,017625","0,02","0,003655751","0,01725","0,02","0,0009536743","0,017375","0,02","0,01001358","0,017","0,02","0,002066294","0,01725","0,02","0,001748403","0,0175","0,02","0,002543132","0,017375","0,02","0,001271566","0,017375","0,02","0,002066294","0,0175"
"0,03","0,02113978","0,033625","0,03","0,02638499","0,033625","0,03","0,01955032","0,033375","0,03","0,02272924","0,033375","0,03","0,02829234","0,0345","0,03","0,01970927","0,033375","0,03","0,02002716","0,033625","0,03","0,01764297","0,0335","0,03","0,02034505","0,033375","0,03","0,02241135","0,033625"
"0,04","0,05928675","0,05475","0,04","0,06405512","0,05475","0,04","0,05737941","0,0545","0,04","0,0538826","0,0545","0,04","0,06532669","0,054375","0,04","0,05817413","0,0545","0,04","0,05865097","0,05475","0,04","0,05658467","0,054625","0,04","0,0594457","0,0545","0,04","0,06262461","0,05475"
"0,05","0,09791056","0,08062501","0,05","0,1015663","0,08075","0,05","0,09711584","0,08050001","0,05","0,09187063","0,08062501","0,05","0,1037916","0,081","0,05","0,09743372","0,08062501","0,05","0,09822845","0,080875","0,05","0,09791056","0,08062501","0,05","0,09918213","0,08050001","0,05","0,1002947","0,08062501"
"0,06","0,1118978","0,106875","0,06","0,1165072","0,1075","0,06","0,1118978","0,10725","0,06","0,114123","0,108","0,06","0,1214345","0,108625","0,06","0,1118978","0,10775","0,06","0,1133283","0,107625","0,06","0,1118978","0,10725","0,06","0,1150767","0,107625","0,06","0,1133283","0,10775"
"0,07","0,10554","0,136875","0,07","0,1106262","0,13675","0,07","0,1061757","0,136875","0,07","0,108242","0,136875","0,07","0,1185735","0,13725","0,07","0,1066526","0,136875","0,07","0,1085599","0,136875","0,07","0,1047452","0,137","0,07","0,1098315","0,136875","0,07","0,1085599","0,136875"
"0,08","0,09123484","0,178875","0,08","0,09393692","0,179","0,08","0,09202957","0,179","0,08","0,09044012","0,178875","0,08","0,1050631","0,178875","0,08","0,09425481","0,179","0,08","0,09520849","0,179","0,08","0,09266535","0,179","0,08","0,09711584","0,179","0,08","0,09632111","0,179"
