"1 _ 1",,,"1 _ 2",,,"1 _ 3",,,"1 _ 4",,,"1 _ 5",,,"1 _ 6",,,"1 _ 7",,,"1 _ 8",,,"1 _ 9",,
"Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie"
"sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm"
"4,97","5,323569","24,63113","4,97","0,09870529","24,63113","4,97","0,0243187","24,63113","4,97","0,007629395","24,63113","4,97","0,01255671","24,63113","4,97","0,06930033","24,63113","4,97","0,2083778","24,631","4,97","0,08122126","24,63113","4,97","0,2581278","24,63113"
"4,98","5,4396","24,68113","4,98","0,09743372","24,68125","4,98","0,02590815","24,68113","4,98","0,006039937","24,68125","4,98","0,01255671","24,68113","4,98","0,07088979","24,68125","4,98","0,207901","24,68125","4,98","0,08312861","24,68125","4,98","0,2533595","24,68125"
"4,99","5,559286","24,73138","4,99","0,096639","24,73125","4,99","0,02670288","24,73138","4,99","0,00778834","24,73113","4,99","0,01398722","24,73125","4,99","0,07041296","24,73125","4,99","0,20806","24,73125","4,99","0,08519491","24,73125","4,99","0,2468427","24,73125"
"5","5,688032","24,78113","5","0,096639","24,78125","5","0,02670288","24,78125","5","0,008424123","24,78113","5","0,01446406","24,78125","5","0,06930033","24,78125","5","0,2088547","24,78125","5","0,08678436","24,78125","5","0,2396901","24,78113"
"5,01","5,822023","24,83125","5,01","0,09632111","24,83113","5,01","0,02765656","24,83125","5,01","0,009695689","24,83125","5,01","0,01637141","24,83125","5,01","0,07041296","24,83125","5,01","0,2096494","24,83125","5,01","0,08789698","24,83113","5,01","0,2319018","24,83125"
"5,02","5,952358","24,88125","5,02","0,09822845","24,88125","5,02","0,02749761","24,88125","5,02","0,01478195","24,88125","5,02","0,01923243","24,88125","5,02","0,07327398","24,88125","5,02","0,2099673","24,88125","5,02","0,08885065","24,88125","5,02","0,225385","24,88125"
"5,03","6,077448","24,93125","5,03","0,1002947","24,93125","5,03","0,02447764","24,93125","5,03","0,01811981","24,93125","5,03","0,01970927","24,93138","5,03","0,07518133","24,93125","5,03","0,2091726","24,93125","5,03","0,08916855","24,93125","5,03","0,2214114","24,93125"
"5,04","6,201585","24,98125","5,04","0,09981791","24,98125","5,04","0,02272924","24,98125","5,04","0,01684825","24,98125","5,04","0,01875559","24,98125","5,04","0,07518133","24,98125","5,04","0,20806","24,98125","5,04","0,08916855","24,98138","5,04","0,2207756","24,98138"
"5,05","6,325404","25,03113","5,05","0,1007716","25,03113","5,05","0,02368291","25,031","5,05","0,01414617","25,03113","5,05","0,01764297","25,03113","5,05","0,07454554","25,03113","5,05","0,2075831","25,031","5,05","0,08996328","25,03113","5,05","0,2245903","25,03113"
"5,06","6,445408","25,08125","5,06","0,1042684","25,08125","5,06","0,02559026","25,08125","5,06","0,01049042","25,08125","5,06","0,01573563","25,08125","5,06","0,0740687","25,08125","5,06","0,2091726","25,08125","5,06","0,09202957","25,08113","5,06","0,2309481","25,08125"
"5,07","6,565571","25,13125","5,07","0,1037916","25,13125","5,07","0,02527237","25,13125","5,07","0,006198883","25,13125","5,07","0,0128746","25,13125","5,07","0,07375082","25,13125","5,07","0,2120336","25,13113","5,07","0,09425481","25,13125","5,07","0,2365112","25,13125"
"5,08","6,689548","25,18138","5,08","0,1029968","25,18138","5,08","0,0243187","25,18125","5,08","0,005722046","25,18125","5,08","0,01335144","25,18138","5,08","0,07534027","25,18125","5,08","0,2144178","25,18138","5,08","0,09600321","25,18138","5,08","0,2417564","25,18125"
"5,09","6,814321","25,23125","5,09","0,105381","25,23125","5,09","0,02527237","25,23113","5,09","0,007629395","25,23125","5,09","0,01557668","25,23125","5,09","0,07724762","25,23113","5,09","0,2160072","25,23125","5,09","0,09791056","25,23113","5,09","0,2462069","25,23125"
"5,1","6,935596","25,28125","5,1","0,10554","25,28125","5,1","0,02797445","25,28113","5,1","0,00890096","25,28125","5,1","0,01557668","25,28125","5,1","0,07645289","25,28125","5,1","0,2175967","25,28113","5,1","0,09870529","25,28125","5,1","0,2470016","25,28125"
"5,11","7,052898","25,33125","5,11","0,1047452","25,33125","5,11","0,02829234","25,33138","5,11","0,01080831","25,33125","5,11","0,01446406","25,33125","5,11","0,076135","25,33125","5,11","0,2174377","25,33138","5,11","0,0983874","25,33125","5,11","0,2438227","25,33125"
"5,12","7,167975","25,38125","5,12","0,1066526","25,38125","5,12","0,02686183","25,38125","5,12","0,01319249","25,38125","5,12","0,01335144","25,38125","5,12","0,07772446","25,38125","5,12","0,2155304","25,38125","5,12","0,09918213","25,38125","5,12","0,2381007","25,38125"
"5,13","7,284959","25,43113","5,13","0,108242","25,43125","5,13","0,0260671","25,43125","5,13","0,01478195","25,43125","5,13","0,01335144","25,43113","5,13","0,07836024","25,43113","5,13","0,2147357","25,43113","5,13","0,1022021","25,43125","5,13","0,2295176","25,43113"
"5,14","7,408142","25,48125","5,14","0,1103083","25,48125","5,14","0,02686183","25,48138","5,14","0,01557668","25,48125","5,14","0,01446406","25,48125","5,14","0,07883707","25,48125","5,14","0,2152125","25,48138","5,14","0,105381","25,48125","5,14","0,2206167","25,48125"
"5,15","7,536888","25,53125","5,15","0,114123","25,53125","5,15","0,02829234","25,53125","5,15","0,01557668","25,53125","5,15","0,0149409","25,53125","5,15","0,08010864","25,53125","5,15","0,2150536","25,53125","5,15","0,1061757","25,53125","5,15","0,2152125","25,53125"
"5,16","7,6677","25,58138","5,16","0,1138051","25,58138","5,16","0,0295639","25,58138","5,16","0,01446406","25,58138","5,16","0,01398722","25,58138","5,16","0,08122126","25,58138","5,16","0,2142588","25,58138","5,16","0,10554","25,58138","5,16","0,2150536","25,58138"
"5,17","7,795969","25,63125","5,17","0,1125336","25,63125","5,17","0,02845128","25,63125","5,17","0,01319249","25,63125","5,17","0,01239777","25,63125","5,17","0,08281072","25,63125","5,17","0,2128283","25,63125","5,17","0,1058578","25,63125","5,17","0,2163251","25,63125"
"5,18","7,922808","25,68138","5,18","0,1161893","25,68125","5,18","0,02590815","25,68125","5,18","0,0128746","25,68125","5,18","0,01128515","25,68138","5,18","0,08408228","25,68125","5,18","0,2120336","25,68138","5,18","0,1077652","25,68138","5,18","0,2175967","25,68125"
"5,19","8,054256","25,73138","5,19","0,1185735","25,73138","5,19","0,02559026","25,73138","5,19","0,01160304","25,73125","5,19","0,01080831","25,73138","5,19","0,08281072","25,73138","5,19","0,2123515","25,73138","5,19","0,1103083","25,73138","5,19","0,2210935","25,73138"
"5,2","8,189361","25,78125","5,2","0,1166662","25,78125","5,2","0,02717972","25,78125","5,2","0,01096725","25,78138","5,2","0,01080831","25,78138","5,2","0,08074442","25,78125","5,2","0,213623","25,78138","5,2","0,1130104","25,78138","5,2","0,2266566","25,78125"
"5,21","8,324941","25,83125","5,21","0,116984","25,83125","5,21","0,02749761","25,83125","5,21","0,01207987","25,83125","5,21","0,01049042","25,83125","5,21","0,07915497","25,83113","5,21","0,2160072","25,83125","5,21","0,1157125","25,83125","5,21","0,2330144","25,83125"
"5,22","8,45925","25,88125","5,22","0,1173019","25,88125","5,22","0,02765656","25,88125","5,22","0,01239777","25,88125","5,22","0,01049042","25,88125","5,22","0,07724762","25,88125","5,22","0,2183914","25,88125","5,22","0,1173019","25,88125","5,22","0,2381007","25,88113"
"5,23","8,588473","25,93138","5,23","0,1150767","25,93125","5,23","0,0295639","25,93125","5,23","0,01239777","25,93125","5,23","0,01239777","25,93138","5,23","0,07692973","25,93125","5,23","0,2198219","25,93138","5,23","0,1177788","25,93125","5,23","0,2404849","25,93138"
"5,24","8,711338","25,98138","5,24","0,1165072","25,98125","5,24","0,03226598","25,98138","5,24","0,01255671","25,98125","5,24","0,01478195","25,98125","5,24","0,08090337","25,98125","5,24","0,2199809","25,98125","5,24","0,1190503","25,98125","5,24","0,2377828","25,98125"
"5,25","8,830547","26,031","5,25","0,1204809","26,031","5,25","0,03306071","26,03113","5,25","0,01255671","26,03113","5,25","0,01478195","26,031","5,25","0,08519491","26,03113","5,25","0,2199809","26,03113","5,25","0,1217524","26,03113","5,25","0,2325376","26,03113"
"5,26","8,944988","26,08125","5,26","0,123024","26,08125","5,26","0,03194809","26,08113","5,26","0,01446406","26,08113","5,26","0,01446406","26,08113","5,26","0,08678436","26,08113","5,26","0,2190272","26,08125","5,26","0,1241366","26,08125","5,26","0,2274513","26,08125"
"5,27","9,050529","26,13125","5,27","0,1254082","26,13125","5,27","0,0316302","26,13125","5,27","0,01811981","26,13125","5,27","0,01446406","26,13138","5,27","0,08646647","26,13125","5,27","0,2171199","26,13125","5,27","0,1244545","26,13125","5,27","0,2237956","26,13125"
"5,28","9,148757","26,18125","5,28","0,1268387","26,18138","5,28","0,03194809","26,18138","5,28","0,01955032","26,18125","5,28","0,01366933","26,18125","5,28","0,08678436","26,18125","5,28","0,216802","26,18138","5,28","0,1236598","26,18125","5,28","0,2199809","26,18125"
"5,29","9,244283","26,23113","5,29","0,1254082","26,23113","5,29","0,03067652","26,23113","5,29","0,01811981","26,23113","5,29","0,01319249","26,23113","5,29","0,08789698","26,23125","5,29","0,2179146","26,23113","5,29","0,1233419","26,23113","5,29","0,2158483","26,23113"
"5,3","9,337266","26,28113","5,3","0,126044","26,28113","5,3","0,02908707","26,28113","5,3","0,01653036","26,28113","5,3","0,01366933","26,28113","5,3","0,08948644","26,28113","5,3","0,2179146","26,28113","5,3","0,1249313","26,28125","5,3","0,2134641","26,28113"
"5,31","9,42866","26,33125","5,31","0,1281102","26,33125","5,31","0,02908707","26,33125","5,31","0,01525879","26,33125","5,31","0,0149409","26,33125","5,31","0,09028117","26,33125","5,31","0,2163251","26,33138","5,31","0,1276334","26,33125","5,31","0,2158483","26,33125"
"5,32","9,52069","26,38125","5,32","0,1292229","26,38125","5,32","0,03035863","26,38125","5,32","0,01319249","26,38125","5,32","0,01764297","26,38125","5,32","0,08996328","26,38125","5,32","0,2155304","26,38125","5,32","0,1304944","26,38125","5,32","0,2214114","26,38125"
"5,33","9,612083","26,43113","5,33","0,1312892","26,43113","5,33","0,0316302","26,43125","5,33","0,01255671","26,43125","5,33","0,02034505","26,43113","5,33","0,09123484","26,43125","5,33","0,216802","26,43113","5,33","0,1333555","26,43125","5,33","0,2285639","26,43113"
"5,34","9,702842","26,48113","5,34","0,1336734","26,48113","5,34","0,03385544","26,48125","5,34","0,01398722","26,48113","5,34","0,02034505","26,48113","5,34","0,09393692","26,48125","5,34","0,2187093","26,48113","5,34","0,1360575","26,48125","5,34","0,2350807","26,48125"
"5,35","9,795348","26,53125","5,35","0,1339912","26,53125","5,35","0,03592173","26,53125","5,35","0,01525879","26,53125","5,35","0,01891454","26,53125","5,35","0,09552637","26,53125","5,35","0,2199809","26,53125","5,35","0,1384417","26,53125","5,35","0,2393723","26,53125"
"5,36","9,889285","26,58138","5,36","0,1349449","26,58138","5,36","0,03592173","26,58138","5,36","0,01653036","26,58125","5,36","0,01796087","26,58125","5,36","0,09584427","26,58138","5,36","0,2207756","26,58138","5,36","0,1411438","26,58138","5,36","0,2404849","26,58138"
"5,37","9,98497","26,63113","5,37","0,1360575","26,63113","5,37","0,03385544","26,631","5,37","0,01684825","26,63113","5,37","0,01684825","26,63113","5,37","0,09504954","26,63113","5,37","0,2199809","26,63113","5,37","0,1424154","26,63113","5,37","0,2382596","26,631"
"5,38","10,07922","26,68125","5,38","0,1341502","26,68125","5,38","0,03306071","26,68125","5,38","0,01605352","26,68125","5,38","0,01653036","26,68125","5,38","0,09425481","26,68125","5,38","0,2183914","26,68125","5,38","0,1427333","26,68125","5,38","0,234286","26,68138"
"5,39","10,16665","26,73125","5,39","0,1316071","26,73125","5,39","0,03274282","26,73125","5,39","0,01605352","26,73125","5,39","0,01684825","26,73125","5,39","0,09504954","26,73125","5,39","0,2163251","26,73125","5,39","0,1432101","26,73125","5,39","0,2298355","26,73125"
"5,4","10,24723","26,78125","5,4","0,1301765","26,78125","5,4","0,03147125","26,78125","5,4","0,01637141","26,78113","5,4","0,01653036","26,78125","5,4","0,09679794","26,78113","5,4","0,2152125","26,78125","5,4","0,1447995","26,78113","5,4","0,2247493","26,78113"
"5,41","10,32527","26,83125","5,41","0,1300176","26,83125","5,41","0,0316302","26,83113","5,41","0,01525879","26,83125","5,41","0,01732508","26,83125","5,41","0,09791056","26,83125","5,41","0,2152125","26,83125","5,41","0,1475016","26,83125","5,41","0,2190272","26,83125"
"5,42","10,403","26,88125","5,42","0,1309713","26,88125","5,42","0,03385544","26,88125","5,42","0,01398722","26,88125","5,42","0,01796087","26,88125","5,42","0,09822845","26,88125","5,42","0,2150536","26,88113","5,42","0,1490911","26,88125","5,42","0,2134641","26,88125"
"5,43","10,48056","26,93125","5,43","0,1336734","26,93125","5,43","0,03465017","26,93125","5,43","0,01176198","26,93125","5,43","0,01716614","26,93125","5,43","0,0983874","26,93125","5,43","0,213623","26,93125","5,43","0,1500448","26,93125","5,43","0,2123515","26,93125"
"5,44","10,56163","26,98125","5,44","0,1352628","26,98138","5,44","0,03401439","26,98125","5,44","0,009695689","26,98125","5,44","0,01732508","26,98125","5,44","0,0983874","26,98138","5,44","0,2131462","26,98125","5,44","0,1514753","26,98125","5,44","0,2160072","26,98125"
"5,45","10,64316","27,03113","5,45","0,1352628","27,031","5,45","0,03321965","27,03113","5,45","0,009377797","27,031","5,45","0,0184377","27,03113","5,45","0,0983874","27,03113","5,45","0,2142588","27,031","5,45","0,1538595","27,03113","5,45","0,2218882","27,03113"
"5,46","10,72184","27,08125","5,46","0,1344681","27,08138","5,46","0,03321965","27,08125","5,46","0,01049042","27,08125","5,46","0,01732508","27,08125","5,46","0,09981791","27,08125","5,46","0,2155304","27,08125","5,46","0,1562436","27,08125","5,46","0,2271334","27,08125"
"5,47","10,79766","27,13125","5,47","0,1333555","27,13125","5,47","0,03385544","27,13125","5,47","0,01255671","27,13125","5,47","0,01525879","27,13113","5,47","0,1022021","27,13125","5,47","0,2163251","27,13113","5,47","0,1570384","27,13125","5,47","0,2298355","27,13125"
"5,48","10,86887","27,18138","5,48","0,1320839","27,18125","5,48","0,035127","27,18125","5,48","0,01557668","27,18125","5,48","0,01573563","27,18125","5,48","0,1037916","27,18138","5,48","0,2182325","27,18125","5,48","0,1575152","27,18138","5,48","0,2311071","27,18125"
"5,49","10,93404","27,23113","5,49","0,1304944","27,23113","5,49","0,03671646","27,23113","5,49","0,01796087","27,23113","5,49","0,01796087","27,23125","5,49","0,1037916","27,23113","5,49","0,2199809","27,23125","5,49","0,1591047","27,23113","5,49","0,2322197","27,23113"
"5,5","10,99714","27,28113","5,5","0,128905","27,28125","5,5","0,03798803","27,28113","5,5","0,01811981","27,28125","5,5","0,01955032","27,28125","5,5","0,1039505","27,28113","5,5","0,2198219","27,28113","5,5","0,1618067","27,28125","5,5","0,231425","27,28125"
"5,51","11,05881","27,33125","5,51","0,1292229","27,33125","5,51","0,03941854","27,33125","5,51","0,01796087","27,33125","5,51","0,02082189","27,33125","5,51","0,1066526","27,33125","5,51","0,2187093","27,33125","5,51","0,1646678","27,33138","5,51","0,2263387","27,33125"
"5,52","11,1173","27,38125","5,52","0,1320839","27,38125","5,52","0,03989537","27,38125","5,52","0,0184377","27,38125","5,52","0,02113978","27,38125","5,52","0,1106262","27,38125","5,52","0,2171199","27,38125","5,52","0,1681646","27,38125","5,52","0,2198219","27,38125"
"5,53","11,17325","27,43125","5,53","0,1341502","27,43125","5,53","0,03782908","27,43113","5,53","0,01923243","27,43125","5,53","0,02082189","27,43113","5,53","0,1145999","27,43113","5,53","0,2158483","27,43113","5,53","0,1707077","27,43125","5,53","0,2155304","27,43125"
"5,54","11,22602","27,48125","5,54","0,1344681","27,48125","5,54","0,03560384","27,48125","5,54","0,01875559","27,48125","5,54","0,02129873","27,48125","5,54","0,1177788","27,48125","5,54","0,2152125","27,48125","5,54","0,1710256","27,48125","5,54","0,2126694","27,48125"
"5,55","11,27227","27,53125","5,55","0,1349449","27,53125","5,55","0,03433228","27,53125","5,55","0,01637141","27,53125","5,55","0,02161662","27,53125","5,55","0,1196861","27,53125","5,55","0,2158483","27,53125","5,55","0,1694361","27,53125","5,55","0,2115567","27,53125"
"5,56","11,31264","27,58125","5,56","0,1363754","27,58138","5,56","0,03353755","27,58125","5,56","0,01398722","27,58138","5,56","0,02129873","27,58138","5,56","0,1198451","27,58138","5,56","0,2158483","27,58138","5,56","0,1691182","27,58138","5,56","0,2128283","27,58138"
"5,57","11,3492","27,63113","5,57","0,1368523","27,63113","5,57","0,03321965","27,63113","5,57","0,01319249","27,63113","5,57","0,02082189","27,63113","5,57","0,1190503","27,63113","5,57","0,2155304","27,63113","5,57","0,169913","27,63113","5,57","0,2155304","27,63125"
"5,58","11,38624","27,68125","5,58","0,137647","27,68138","5,58","0,03465017","27,68125","5,58","0,01335144","27,68125","5,58","0,01923243","27,68138","5,58","0,1177788","27,68125","5,58","0,216643","27,68138","5,58","0,1710256","27,68138","5,58","0,2182325","27,68125"
"5,59","11,42677","27,73125","5,59","0,1379649","27,73125","5,59","0,03560384","27,73125","5,59","0,01366933","27,73138","5,59","0,01684825","27,73125","5,59","0,1173019","27,73125","5,59","0,2179146","27,73125","5,59","0,1726151","27,73125","5,59","0,2210935","27,73138"
"5,6","11,46905","27,78125","5,6","0,1365344","27,78125","5,6","0,03639857","27,78125","5,6","0,01335144","27,78125","5,6","0,01525879","27,78138","5,6","0,1185735","27,78138","5,6","0,2174377","27,78125","5,6","0,1749992","27,78125","5,6","0,2237956","27,78138"
"5,61","11,5091","27,83125","5,61","0,1363754","27,83138","5,61","0,03639857","27,83125","5,61","0,01414617","27,83125","5,61","0,01446406","27,83125","5,61","0,1214345","27,83125","5,61","0,216643","27,83125","5,61","0,1777013","27,83125","5,61","0,225544","27,83125"
"5,62","11,54725","27,88125","5,62","0,1379649","27,88125","5,62","0,035127","27,88125","5,62","0,0149409","27,88125","5,62","0,01446406","27,88125","5,62","0,123024","27,88113","5,62","0,2174377","27,88125","5,62","0,1802444","27,88125","5,62","0,2263387","27,88125"
"5,63","11,58651","27,93125","5,63","0,1397133","27,93125","5,63","0,03401439","27,93138","5,63","0,01478195","27,93138","5,63","0,01716614","27,93125","5,63","0,123024","27,93138","5,63","0,2190272","27,93125","5,63","0,1824697","27,93125","5,63","0,2263387","27,93138"
"5,64","11,62465","27,98138","5,64","0,1413027","27,98138","5,64","0,03560384","27,98138","5,64","0,01525879","27,98138","5,64","0,020504","27,98138","5,64","0,1241366","27,98125","5,64","0,2190272","27,98138","5,64","0,1840591","27,98138","5,64","0,225385","27,98138"
"5,65","11,65899","28,03113","5,65","0,1432101","28,031","5,65","0,03798803","28,03113","5,65","0,01684825","28,031","5,65","0,02320608","28,03113","5,65","0,1277924","28,03113","5,65","0,2187093","28,03113","5,65","0,1869202","28,03113","5,65","0,2234777","28,03113"
"5,66","11,69157","28,08113","5,66","0,1440048","28,08113","5,66","0,03878276","28,08125","5,66","0,01684825","28,08113","5,66","0,02511342","28,08113","5,66","0,1304944","28,08125","5,66","0,219504","28,08125","5,66","0,190417","28,08113","5,66","0,2214114","28,08113"
"5,67","11,72288","28,13125","5,67","0,1443227","28,13125","5,67","0,03941854","28,13125","5,67","0,01478195","28,13125","5,67","0,02527237","28,13125","5,67","0,1312892","28,13125","5,67","0,2199809","28,13125","5,67","0,1929601","28,13125","5,67","0,2183914","28,13125"
"5,68","11,7542","28,18138","5,68","0,1460711","28,18125","5,68","0,04116694","28,18138","5,68","0,01446406","28,18138","5,68","0,02479553","28,18125","5,68","0,1328786","28,18125","5,68","0,2191861","28,18125","5,68","0,1951853","28,18125","5,68","0,2152125","28,18125"
"5,69","11,78837","28,23113","5,69","0,1482964","28,23113","5,69","0,04259745","28,23125","5,69","0,01557668","28,23113","5,69","0,02638499","28,23125","5,69","0,1368523","28,23113","5,69","0,2183914","28,23125","5,69","0,1977285","28,23125","5,69","0,2134641","28,23125"
"5,7","11,82381","28,28113","5,7","0,1495679","28,28113","5,7","0,04227956","28,28113","5,7","0,01525879","28,28113","5,7","0,02686183","28,28113","5,7","0,1387596","28,28113","5,7","0,2175967","28,28125","5,7","0,1993179","28,28113","5,7","0,2152125","28,28113"
"5,71","11,85528","28,33125","5,71","0,1500448","28,33125","5,71","0,04116694","28,33125","5,71","0,01398722","28,33125","5,71","0,02447764","28,33125","5,71","0,137647","28,33125","5,71","0,2179146","28,33125","5,71","0,1996358","28,33125","5,71","0,2206167","28,33125"
"5,72","11,88231","28,38125","5,72","0,1498858","28,38125","5,72","0,04116694","28,38125","5,72","0,01398722","28,38125","5,72","0,02272924","28,38125","5,72","0,1365344","28,38125","5,72","0,2202988","28,38125","5,72","0,2004306","28,38125","5,72","0,2258619","28,38125"
"5,73","11,90933","28,43113","5,73","0,1500448","28,43125","5,73","0,04180272","28,43125","5,73","0,01478195","28,43113","5,73","0,02479553","28,43113","5,73","0,1379649","28,43113","5,73","0,2237956","28,43113","5,73","0,2017021","28,43113","5,73","0,2293587","28,43113"
"5,74","11,93507","28,48125","5,74","0,1519521","28,48125","5,74","0,04227956","28,48113","5,74","0,01653036","28,48113","5,74","0,02749761","28,48113","5,74","0,1411438","28,48113","5,74","0,2250671","28,48113","5,74","0,2032916","28,48113","5,74","0,2309481","28,48125"
"5,75","11,95653","28,53125","5,75","0,1516342","28,53113","5,75","0,04259745","28,53125","5,75","0,01923243","28,53113","5,75","0,02845128","28,53125","5,75","0,1443227","28,53113","5,75","0,2239545","28,53125","5,75","0,2047221","28,53113","5,75","0,2311071","28,53113"
"5,76","11,97481","28,58125","5,76","0,1495679","28,58138","5,76","0,04386902","28,58125","5,76","0,01955032","28,58125","5,76","0,02670288","28,58138","5,76","0,1459122","28,58125","5,76","0,2223651","28,58125","5,76","0,2064705","28,58125","5,76","0,2295176","28,58125"
"5,77","11,99277","28,63113","5,77","0,14925","28,63113","5,77","0,04514058","28,63113","5,77","0,01653036","28,63113","5,77","0,02272924","28,63113","5,77","0,1467069","28,63113","5,77","0,2215703","28,63113","5,77","0,2083778","28,631","5,77","0,2261798","28,63113"
"5,78","12,01232","28,68113","5,78","0,1503627","28,68113","5,78","0,0462532","28,68113","5,78","0,01414617","28,68113","5,78","0,02082189","28,68113","5,78","0,1476606","28,68125","5,78","0,2215703","28,68125","5,78","0,2086957","28,68125","5,78","0,2222061","28,68125"
"5,79","12,0333","28,73113","5,79","0,1503627","28,73113","5,79","0,0462532","28,73113","5,79","0,01478195","28,73113","5,79","0,020504","28,73113","5,79","0,1475016","28,73125","5,79","0,2210935","28,73113","5,79","0,2067884","28,73113","5,79","0,2187093","28,73113"
"5,8","12,05349","28,78113","5,8","0,1500448","28,78113","5,8","0,04418691","28,78113","5,8","0,01684825","28,78125","5,8","0,02034505","28,78113","5,8","0,146389","28,78113","5,8","0,2214114","28,78113","5,8","0,2059937","28,78113","5,8","0,2155304","28,78125"
"5,81","12,07066","28,83125","5,81","0,1514753","28,83113","5,81","0,04227956","28,83125","5,81","0,01732508","28,83125","5,81","0,02193451","28,83113","5,81","0,1487732","28,83125","5,81","0,2218882","28,83113","5,81","0,2083778","28,83113","5,81","0,2134641","28,83113"
"5,82","12,08448","28,88125","5,82","0,1514753","28,88113","5,82","0,04196167","28,88113","5,82","0,01716614","28,88113","5,82","0,0240008","28,88125","5,82","0,1532237","28,88113","5,82","0,2210935","28,88125","5,82","0,2118746","28,88125","5,82","0,2134641","28,88113"
"5,83","12,09291","28,93113","5,83","0,1490911","28,93125","5,83","0,04259745","28,93125","5,83","0,01732508","28,93125","5,83","0,02320608","28,93125","5,83","0,1562436","28,93125","5,83","0,2190272","28,93113","5,83","0,2126694","28,93113","5,83","0,2163251","28,93125"
"5,84","12,09323","28,98125","5,84","0,1468658","28,98125","5,84","0,04180272","28,98125","5,84","0,01732508","28,98125","5,84","0,02193451","28,98125","5,84","0,1586278","28,98125","5,84","0,2187093","28,98125","5,84","0,2096494","28,98125","5,84","0,2218882","28,98125"
"5,85","12,08576","29,03113","5,85","0,1475016","29,03113","5,85","0,04069011","29,03113","5,85","0,01653036","29,03113","5,85","0,02241135","29,03113","5,85","0,1619657","29,03113","5,85","0,2199809","29,03113","5,85","0,2064705","29,03113","5,85","0,2258619","29,03113"
"5,86","12,07304","29,08138","5,86","0,14925","29,08125","5,86","0,04227956","29,08125","5,86","0,01716614","29,08125","5,86","0,02288818","29,08125","5,86","0,1651446","29,08125","5,86","0,2210935","29,08125","5,86","0,2059937","29,08125","5,86","0,2271334","29,08125"
"5,87","12,06001","29,13113","5,87","0,1511574","29,13125","5,87","0,04545848","29,13125","5,87","0,01875559","29,13125","5,87","0,02209345","29,13125","5,87","0,1675288","29,13113","5,87","0,2207756","29,13125","5,87","0,2091726","29,13125","5,87","0,2266566","29,13125"
"5,88","12,05206","29,18138","5,88","0,1540184","29,18138","5,88","0,04673004","29,18125","5,88","0,01970927","29,18125","5,88","0,02320608","29,18125","5,88","0,1678467","29,18125","5,88","0,2210935","29,18125","5,88","0,2142588","29,18125","5,88","0,2269745","29,18125"
"5,89","12,0484","29,23125","5,89","0,1575152","29,23125","5,89","0,04736583","29,23113","5,89","0,02034505","29,23125","5,89","0,02511342","29,23113","5,89","0,1654625","29,23113","5,89","0,2222061","29,23113","5,89","0,2174377","29,23113","5,89","0,2271334","29,23125"
"5,9","12,04252","29,28125","5,9","0,1578331","29,28125","5,9","0,04784266","29,28125","5,9","0,01970927","29,28125","5,9","0,0243187","29,28125","5,9","0,163873","29,28125","5,9","0,2230008","29,28125","5,9","0,2163251","29,28125","5,9","0,225544","29,28125"
"5,91","12,03648","29,33125","5,91","0,155131","29,33138","5,91","0,04784266","29,33125","5,91","0,0184377","29,33125","5,91","0,02352397","29,33125","5,91","0,1657804","29,33138","5,91","0,2230008","29,33125","5,91","0,213623","29,33125","5,91","0,2223651","29,33125"
"5,92","12,03219","29,38125","5,92","0,1535416","29,38125","5,92","0,04752477","29,38125","5,92","0,01684825","29,38125","5,92","0,02447764","29,38125","5,92","0,1686414","29,38125","5,92","0,2214114","29,38138","5,92","0,2126694","29,38138","5,92","0,2190272","29,38138"
"5,93","12,02663","29,43113","5,93","0,1543363","29,43125","5,93","0,04990895","29,43113","5,93","0,01637141","29,43125","5,93","0,0243187","29,43113","5,93","0,1721382","29,43125","5,93","0,2199809","29,43125","5,93","0,2142588","29,43113","5,93","0,2171199","29,43113"
"5,94","12,019","29,48125","5,94","0,1554489","29,48138","5,94","0,05308787","29,48138","5,94","0,01605352","29,48125","5,94","0,02352397","29,48125","5,94","0,1746814","29,48125","5,94","0,2199809","29,48125","5,94","0,2163251","29,48125","5,94","0,216802","29,48125"
"5,95","12,01073","29,53125","5,95","0,1564026","29,53125","5,95","0,05372365","29,53125","5,95","0,01637141","29,53125","5,95","0,0243187","29,53125","5,95","0,1745224","29,53138","5,95","0,2210935","29,53125","5,95","0,2174377","29,53125","5,95","0,2175967","29,53125"
"5,96","11,99786","29,58138","5,96","0,1567205","29,58138","5,96","0,05292892","29,58138","5,96","0,01764297","29,58138","5,96","0,02559026","29,58138","5,96","0,1749992","29,58138","5,96","0,2210935","29,58138","5,96","0,216802","29,58138","5,96","0,2198219","29,58138"
"5,97","11,97974","29,63125","5,97","0,155131","29,63125","5,97","0,05229314","29,63125","5,97","0,01970927","29,63113","5,97","0,0260671","29,63113","5,97","0,1792908","29,63113","5,97","0,2202988","29,63125","5,97","0,2150536","29,63125","5,97","0,2222061","29,63113"
