"1 _ 1",,,"1 _ 2",,,"1 _ 3",,,"1 _ 4",,,"1 _ 5",,,"1 _ 6",,,"1 _ 7",,,"1 _ 8",,,"1 _ 9",,
"Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie"
"sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm"
"21,47","0,2557437","107,1311","21,47","0,2557437","107,1311","21,47","0,2560616","107,1313","21,47","0,2457301","107,1313","21,47","0,2366702","107,1313","21,47","0,2544721","107,1313","21,47","0,3323555","107,1313","21,47","0,2350807","107,1313","21,47","0,2485911","107,1313"
"21,48","0,25479","107,1814","21,48","0,2592405","107,1814","21,48","0,2584457","107,1814","21,48","0,2428691","107,1814","21,48","0,2361933","107,1814","21,48","0,2541542","107,1813","21,48","0,3320376","107,1814","21,48","0,2377828","107,1814","21,48","0,2476374","107,1813"
"21,49","0,2555847","107,2313","21,49","0,260512","107,2311","21,49","0,2603531","107,2313","21,49","0,2414386","107,2313","21,49","0,2350807","107,2313","21,49","0,25479","107,2311","21,49","0,3320376","107,2311","21,49","0,2409617","107,2311","21,49","0,2473195","107,2311"
"21,5","0,2573331","107,2811","21,5","0,2597173","107,2813","21,5","0,2597173","107,2813","21,5","0,2441406","107,2813","21,5","0,2353986","107,2813","21,5","0,2552668","107,2813","21,5","0,3323555","107,2811","21,5","0,2425512","107,2811","21,5","0,2476374","107,2813"
"21,51","0,2597173","107,3313","21,51","0,2611478","107,3314","21,51","0,2589226","107,3314","21,51","0,2425512","107,3314","21,51","0,2366702","107,3313","21,51","0,2552668","107,3314","21,51","0,3312429","107,3314","21,51","0,2412796","107,3313","21,51","0,2465248","107,3313"
"21,52","0,2608299","107,3813","21,52","0,2632141","107,3813","21,52","0,2592405","107,3813","21,52","0,2409617","107,3813","21,52","0,237306","107,3813","21,52","0,2552668","107,3813","21,52","0,3299713","107,3813","21,52","0,2390544","107,3813","21,52","0,2449353","107,3813"
"21,53","0,2597173","107,4313","21,53","0,2643267","107,4311","21,53","0,2592405","107,4313","21,53","0,2449353","107,4311","21,53","0,2390544","107,4313","21,53","0,2549489","107,4313","21,53","0,3286997","107,4313","21,53","0,2385775","107,4313","21,53","0,2441406","107,4313"
"21,54","0,2595583","107,4813","21,54","0,2659162","107,4813","21,54","0,2589226","107,4813","21,54","0,2449353","107,4813","21,54","0,2420743","107,4813","21,54","0,2539953","107,4813","21,54","0,3283819","107,4813","21,54","0,2406438","107,4813","21,54","0,2446175","107,4813"
"21,55","0,260512","107,5313","21,55","0,2671877","107,5313","21,55","0,2579689","107,5313","21,55","0,2414386","107,5313","21,55","0,2425512","107,5313","21,55","0,2525648","107,5313","21,55","0,3267924","107,5313","21,55","0,2433459","107,5313","21,55","0,2454122","107,5313"
"21,56","0,2603531","107,5814","21,56","0,2644857","107,5814","21,56","0,2560616","107,5814","21,56","0,2417564","107,5814","21,56","0,2404849","107,5813","21,56","0,2508163","107,5814","21,56","0,3223419","107,5814","21,56","0,2436638","107,5814","21,56","0,2465248","107,5814"
"21,57","0,2579689","107,6313","21,57","0,260512","107,6313","21,57","0,2555847","107,6311","21,57","0,2412796","107,6311","21,57","0,2390544","107,6311","21,57","0,2485911","107,631","21,57","0,3177325","107,6313","21,57","0,2409617","107,6311","21,57","0,2476374","107,6311"
"21,58","0,2563795","107,6814","21,58","0,2589226","107,6814","21,58","0,2573331","107,6814","21,58","0,2390544","107,6813","21,58","0,2393723","107,6813","21,58","0,2485911","107,6814","21,58","0,3167788","107,6814","21,58","0,2377828","107,6814","21,58","0,2481143","107,6814"
"21,59","0,2563795","107,7314","21,59","0,2589226","107,7313","21,59","0,2600352","107,7314","21,59","0,2382596","107,7313","21,59","0,2398491","107,7314","21,59","0,2504984","107,7314","21,59","0,3180504","107,7313","21,59","0,2366702","107,7314","21,59","0,248909","107,7313"
"21,6","0,2581278","107,7813","21,6","0,2584457","107,7813","21,6","0,2619425","107,7813","21,6","0,2365112","107,7813","21,6","0,2404849","107,7813","21,6","0,2524058","107,7814","21,6","0,3167788","107,7813","21,6","0,2369881","107,7813","21,6","0,2497037","107,7813"
"21,61","0,2603531","107,8313","21,61","0,2579689","107,8313","21,61","0,2632141","107,8313","21,61","0,2349218","107,8313","21,61","0,2417564","107,8313","21,61","0,2528826","107,8313","21,61","0,313282","107,8313","21,61","0,2374649","107,8311","21,61","0,2493858","107,8313"
"21,62","0,2581278","107,8813","21,62","0,2587636","107,8811","21,62","0,263532","107,8813","21,62","0,2377828","107,8811","21,62","0,2420743","107,8813","21,62","0,2509753","107,8813","21,62","0,3108978","107,8811","21,62","0,2377828","107,8811","21,62","0,2481143","107,8813"
"21,63","0,2568563","107,9313","21,63","0,263532","107,9313","21,63","0,2632141","107,9313","21,63","0,2404849","107,9314","21,63","0,2404849","107,9314","21,63","0,248909","107,9314","21,63","0,3093084","107,9313","21,63","0,2369881","107,9313","21,63","0,2477964","107,9313"
"21,64","0,2616247","107,9813","21,64","0,2687772","107,9813","21,64","0,2628962","107,9813","21,64","0,2414386","107,9813","21,64","0,2390544","107,9813","21,64","0,2492269","107,9814","21,64","0,3069242","107,9813","21,64","0,2361933","107,9813","21,64","0,2485911","107,9813"
"21,65","0,2643267","108,031","21,65","0,2711614","108,0311","21,65","0,2619425","108,0311","21,65","0,2452533","108,0311","21,65","0,2393723","108,031","21,65","0,2512932","108,031","21,65","0,3066063","108,031","21,65","0,2374649","108,0311","21,65","0,2500216","108,031"
"21,66","0,2632141","108,0811","21,66","0,2727509","108,0811","21,66","0,2597173","108,0811","21,66","0,2468427","108,0813","21,66","0,2404849","108,0813","21,66","0,2528826","108,0811","21,66","0,3093084","108,0811","21,66","0,2404849","108,0813","21,66","0,2512932","108,0811"
"21,67","0,2648036","108,1313","21,67","0,2732277","108,1313","21,67","0,2579689","108,1313","21,67","0,2420743","108,1313","21,67","0,2396901","108,1313","21,67","0,2516111","108,1313","21,67","0,3105799","108,1311","21,67","0,2412796","108,1313","21,67","0,2524058","108,1313"
"21,68","0,2640088","108,1813","21,68","0,2700488","108,1813","21,68","0,257651","108,1813","21,68","0,2385775","108,1813","21,68","0,2381007","108,1813","21,68","0,2493858","108,1813","21,68","0,3093084","108,1813","21,68","0,2404849","108,1813","21,68","0,2528826","108,1813"
"21,69","0,2595583","108,2311","21,69","0,2659162","108,2311","21,69","0,2587636","108,2311","21,69","0,2374649","108,2311","21,69","0,2382596","108,2311","21,69","0,2493858","108,2311","21,69","0,310421","108,2311","21,69","0,2388954","108,2311","21,69","0,2533595","108,2311"
"21,7","0,2597173","108,281","21,7","0,2648036","108,2811","21,7","0,2600352","108,2811","21,7","0,2346039","108,2811","21,7","0,2398491","108,2811","21,7","0,2516111","108,2811","21,7","0,3143946","108,2811","21,7","0,2374649","108,2811","21,7","0,2541542","108,2811"
"21,71","0,2613068","108,3313","21,71","0,2643267","108,3313","21,71","0,2608299","108,3313","21,71","0,2349218","108,3313","21,71","0,2409617","108,3313","21,71","0,2525648","108,3313","21,71","0,3175735","108,3313","21,71","0,2365112","108,3313","21,71","0,2544721","108,3313"
"21,72","0,2568563","108,3811","21,72","0,2621015","108,3813","21,72","0,260512","108,3811","21,72","0,2393723","108,3813","21,72","0,2396901","108,3813","21,72","0,2509753","108,3813","21,72","0,319322","108,3811","21,72","0,2361933","108,3813","21,72","0,2539953","108,3811"
"21,73","0,25479","108,4311","21,73","0,2616247","108,4311","21,73","0,260512","108,431","21,73","0,2425512","108,431","21,73","0,2381007","108,4311","21,73","0,2493858","108,4311","21,73","0,3215472","108,431","21,73","0,2366702","108,4311","21,73","0,2528826","108,4311"
"21,74","0,257651","108,4811","21,74","0,2644857","108,4811","21,74","0,2613068","108,481","21,74","0,2433459","108,481","21,74","0,2385775","108,4811","21,74","0,2504984","108,4811","21,74","0,3240903","108,4811","21,74","0,2358754","108,4811","21,74","0,2516111","108,4811"
"21,75","0,2595583","108,5311","21,75","0,2676646","108,5311","21,75","0,2619425","108,5311","21,75","0,2436638","108,531","21,75","0,2396901","108,5311","21,75","0,2536774","108,5311","21,75","0,3267924","108,5311","21,75","0,2346039","108,5311","21,75","0,2504984","108,5311"
"21,76","0,2621015","108,5813","21,76","0,2703667","108,5813","21,76","0,260512","108,5813","21,76","0,2428691","108,5813","21,76","0,2396901","108,5811","21,76","0,2555847","108,5813","21,76","0,3315608","108,5813","21,76","0,234286","108,5813","21,76","0,2493858","108,5813"
"21,77","0,2651215","108,6311","21,77","0,2740224","108,631","21,77","0,2595583","108,631","21,77","0,2417564","108,631","21,77","0,2381007","108,6311","21,77","0,2541542","108,631","21,77","0,3363291","108,631","21,77","0,2349218","108,631","21,77","0,2481143","108,6311"
"21,78","0,263532","108,6811","21,78","0,2762477","108,6811","21,78","0,2595583","108,6813","21,78","0,2428691","108,6813","21,78","0,2369881","108,6811","21,78","0,2525648","108,6811","21,78","0,3407796","108,6811","21,78","0,2357165","108,6811","21,78","0,2473195","108,6811"
"21,79","0,2616247","108,7311","21,79","0,2727509","108,7311","21,79","0,2595583","108,7311","21,79","0,2420743","108,7313","21,79","0,2381007","108,7311","21,79","0,2528826","108,7311","21,79","0,3461838","108,7311","21,79","0,2353986","108,7313","21,79","0,2476374","108,7311"
"21,8","0,2621015","108,7811","21,8","0,2676646","108,781","21,8","0,2592405","108,7811","21,8","0,2385775","108,7811","21,8","0,2388954","108,7811","21,8","0,2533595","108,7811","21,8","0,3525416","108,7811","21,8","0,2338092","108,7811","21,8","0,2492269","108,7811"
"21,81","0,2603531","108,8313","21,81","0,2655983","108,8313","21,81","0,2589226","108,8311","21,81","0,2365112","108,8311","21,81","0,2381007","108,8311","21,81","0,2536774","108,8311","21,81","0,3588994","108,8311","21,81","0,2326965","108,8311","21,81","0,2509753","108,8311"
"21,82","0,2568563","108,8811","21,82","0,2655983","108,8811","21,82","0,2573331","108,8813","21,82","0,2358754","108,8813","21,82","0,2369881","108,8813","21,82","0,2520879","108,8813","21,82","0,3654162","108,8811","21,82","0,231425","108,8811","21,82","0,2516111","108,8813"
"21,83","0,2565384","108,9311","21,83","0,2652804","108,9313","21,83","0,2571742","108,9313","21,83","0,2349218","108,9313","21,83","0,237306","108,9313","21,83","0,248909","108,9313","21,83","0,3739993","108,9313","21,83","0,2303123","108,9313","21,83","0,2516111","108,9313"
"21,84","0,2560616","108,9813","21,84","0,2660751","108,9813","21,84","0,2603531","108,9814","21,84","0,2350807","108,9814","21,84","0,2382596","108,9813","21,84","0,2465248","108,9813","21,84","0,383536","108,9814","21,84","0,2306302","108,9814","21,84","0,2528826","108,9814"
"21,85","0,2549489","109,0311","21,85","0,2659162","109,0311","21,85","0,2627373","109,0313","21,85","0,2377828","109,0313","21,85","0,237306","109,0313","21,85","0,2468427","109,0311","21,85","0,3916422","109,0311","21,85","0,2334913","109,0311","21,85","0,2541542","109,0313"
"21,86","0,2563795","109,0813","21,86","0,2652804","109,0813","21,86","0,2616247","109,0814","21,86","0,2404849","109,0813","21,86","0,2346039","109,0813","21,86","0,248909","109,0813","21,86","0,3994306","109,0813","21,86","0,2369881","109,0813","21,86","0,2539953","109,0813"
"21,87","0,2589226","109,1313","21,87","0,2668699","109,1313","21,87","0,2600352","109,1313","21,87","0,2409617","109,1313","21,87","0,2325376","109,1311","21,87","0,2501806","109,1313","21,87","0,40706","109,1313","21,87","0,2369881","109,1313","21,87","0,2524058","109,1313"
"21,88","0,2613068","109,1814","21,88","0,2695719","109,1814","21,88","0,2608299","109,1814","21,88","0,2412796","109,1813","21,88","0,2322197","109,1814","21,88","0,2508163","109,1813","21,88","0,4145304","109,1813","21,88","0,2346039","109,1814","21,88","0,25177","109,1813"
"21,89","0,2640088","109,2313","21,89","0,2716382","109,2313","21,89","0,2613068","109,2311","21,89","0,2420743","109,2311","21,89","0,2325376","109,2313","21,89","0,2516111","109,2314","21,89","0,4224777","109,2313","21,89","0,2334913","109,2313","21,89","0,2525648","109,2313"
"21,9","0,2648036","109,2813","21,9","0,272274","109,2813","21,9","0,2592405","109,2813","21,9","0,2433459","109,2813","21,9","0,2325376","109,2813","21,9","0,2524058","109,2814","21,9","0,4309019","109,2811","21,9","0,2346039","109,281","21,9","0,2532005","109,2813"
"21,91","0,2632141","109,3313","21,91","0,2692541","109,3314","21,91","0,2563795","109,3314","21,91","0,2438227","109,3313","21,91","0,234127","109,3314","21,91","0,2520879","109,3313","21,91","0,4383723","109,3313","21,91","0,2353986","109,3313","21,91","0,2524058","109,3313"
"21,92","0,2624194","109,3813","21,92","0,2660751","109,3813","21,92","0,2552668","109,3813","21,92","0,2446175","109,3813","21,92","0,2358754","109,3813","21,92","0,2509753","109,3813","21,92","0,4440943","109,3814","21,92","0,2349218","109,3813","21,92","0,2512932","109,3814"
"21,93","0,2621015","109,4313","21,93","0,266393","109,4313","21,93","0,2563795","109,4311","21,93","0,2446175","109,4311","21,93","0,2369881","109,4313","21,93","0,2508163","109,4313","21,93","0,451088","109,4313","21,93","0,2350807","109,4311","21,93","0,2509753","109,4313"
"21,94","0,2600352","109,4813","21,94","0,2667109","109,4813","21,94","0,2573331","109,4813","21,94","0,2420743","109,4814","21,94","0,237306","109,4813","21,94","0,2504984","109,4813","21,94","0,4606247","109,4813","21,94","0,2350807","109,4813","21,94","0,2524058","109,4813"
"21,95","0,257651","109,5313","21,95","0,2632141","109,5313","21,95","0,2571742","109,5313","21,95","0,2382596","109,5313","21,95","0,2374649","109,5313","21,95","0,2509753","109,5313","21,95","0,4690488","109,5313","21,95","0,2338092","109,5311","21,95","0,2541542","109,5313"
"21,96","0,2568563","109,5814","21,96","0,2603531","109,5814","21,96","0,2563795","109,5814","21,96","0,2377828","109,5814","21,96","0,237306","109,5814","21,96","0,25177","109,5814","21,96","0,4750887","109,5813","21,96","0,2317429","109,5814","21,96","0,25479","109,5814"
"21,97","0,2563795","109,6313","21,97","0,2624194","109,6313","21,97","0,2549489","109,6311","21,97","0,2406438","109,6313","21,97","0,2353986","109,6313","21,97","0,2512932","109,6313","21,97","0,4814466","109,6311","21,97","0,2319018","109,6313","21,97","0,2539953","109,6311"
"21,98","0,2573331","109,6813","21,98","0,2652804","109,6813","21,98","0,2520879","109,6813","21,98","0,2433459","109,6813","21,98","0,2322197","109,6813","21,98","0,2500216","109,6814","21,98","0,4897118","109,6813","21,98","0,2350807","109,6813","21,98","0,2539953","109,6813"
"21,99","0,2603531","109,7313","21,99","0,2660751","109,7313","21,99","0,2509753","109,7313","21,99","0,2436638","109,7313","21,99","0,2317429","109,7313","21,99","0,2501806","109,7313","21,99","0,4981359","109,7313","21,99","0,2377828","109,7313","21,99","0,2533595","109,7313"
"22","0,2621015","109,7813","22","0,2675056","109,7813","22","0,2520879","109,7813","22","0,2428691","109,7813","22","0,2338092","109,7813","22","0,2508163","109,7813","22","0,5068779","109,7813","22","0,2374649","109,7813","22","0,2516111","109,7813"
"22,01","0,2628962","109,8313","22,01","0,2695719","109,8313","22,01","0,2539953","109,8313","22,01","0,2425512","109,8313","22,01","0,2353986","109,8313","22,01","0,2504984","109,8313","22,01","0,515461","109,8311","22,01","0,2358754","109,8313","22,01","0,2501806","109,8313"
"22,02","0,2632141","109,8813","22,02","0,2700488","109,8813","22,02","0,2555847","109,8813","22,02","0,2414386","109,8813","22,02","0,2350807","109,8813","22,02","0,2497037","109,8813","22,02","0,5215009","109,8813","22,02","0,2349218","109,8811","22,02","0,2500216","109,8813"
"22,03","0,2621015","109,9313","22,03","0,2706846","109,9313","22,03","0,2568563","109,9313","22,03","0,2390544","109,9311","22,03","0,2333323","109,9313","22,03","0,2500216","109,9313","22,03","0,5259514","109,9313","22,03","0,2349218","109,9313","22,03","0,2493858","109,9313"
"22,04","0,2613068","109,9813","22,04","0,2706846","109,9813","22,04","0,2571742","109,9813","22,04","0,2369881","109,9813","22,04","0,2319018","109,9813","22,04","0,2501806","109,9813","22,04","0,5291303","109,9813","22,04","0,2349218","109,9813","22,04","0,2485911","109,9811"
"22,05","0,2613068","110,0311","22,05","0,2676646","110,031","22,05","0,2563795","110,031","22,05","0,237306","110,031","22,05","0,231425","110,031","22,05","0,2493858","110,031","22,05","0,5307198","110,031","22,05","0,234286","110,031","22,05","0,2497037","110,031"
"22,06","0,2603531","110,0813","22,06","0,2648036","110,0813","22,06","0,2552668","110,0813","22,06","0,2388954","110,0813","22,06","0,2311071","110,0813","22,06","0,2492269","110,0813","22,06","0,5313556","110,0811","22,06","0,2346039","110,0813","22,06","0,25177","110,0811"
"22,07","0,2573331","110,1313","22,07","0,2643267","110,1313","22,07","0,2539953","110,1313","22,07","0,2388954","110,1313","22,07","0,2306302","110,1313","22,07","0,2501806","110,1313","22,07","0,529925","110,1313","22,07","0,2361933","110,1313","22,07","0,2528826","110,1313"
"22,08","0,2555847","110,1813","22,08","0,2628962","110,1813","22,08","0,2532005","110,1813","22,08","0,2382596","110,1811","22,08","0,2322197","110,1813","22,08","0,2508163","110,1813","22,08","0,5251567","110,1813","22,08","0,2377828","110,1813","22,08","0,2541542","110,1813"
"22,09","0,2552668","110,2311","22,09","0,2603531","110,2313","22,09","0,2536774","110,2311","22,09","0,2382596","110,2311","22,09","0,2346039","110,2313","22,09","0,2493858","110,2311","22,09","0,5178452","110,2311","22,09","0,2377828","110,2311","22,09","0,2557437","110,2311"
"22,1","0,2549489","110,281","22,1","0,2613068","110,2811","22,1","0,25479","110,2811","22,1","0,2393723","110,2811","22,1","0,2350807","110,2811","22,1","0,248909","110,2811","22,1","0,5092621","110,2813","22,1","0,2366702","110,2811","22,1","0,2549489","110,2811"
"22,11","0,2536774","110,3313","22,11","0,2651215","110,3313","22,11","0,2565384","110,3313","22,11","0,2406438","110,3313","22,11","0,234286","110,3313","22,11","0,2500216","110,3313","22,11","0,4981359","110,3313","22,11","0,2365112","110,3313","22,11","0,2528826","110,3313"
"22,12","0,2541542","110,3813","22,12","0,2667109","110,3813","22,12","0,2573331","110,3813","22,12","0,2412796","110,3813","22,12","0,2330144","110,3813","22,12","0,2500216","110,3813","22,12","0,4817645","110,3813","22,12","0,2374649","110,3813","22,12","0,2516111","110,3813"
"22,13","0,2573331","110,4313","22,13","0,2676646","110,4311","22,13","0,2573331","110,4313","22,13","0,2385775","110,4311","22,13","0,231425","110,4311","22,13","0,2492269","110,4311","22,13","0,4622141","110,4311","22,13","0,2393723","110,4311","22,13","0,2516111","110,4311"
"22,14","0,2579689","110,4813","22,14","0,2703667","110,4811","22,14","0,2560616","110,4813","22,14","0,2350807","110,4813","22,14","0,2309481","110,4813","22,14","0,2492269","110,4813","22,14","0,4431407","110,4813","22,14","0,2414386","110,4813","22,14","0,2512932","110,4813"
"22,15","0,2563795","110,5313","22,15","0,2716382","110,5313","22,15","0,2555847","110,5313","22,15","0,2346039","110,5313","22,15","0,2309481","110,5313","22,15","0,2493858","110,5313","22,15","0,427405","110,5313","22,15","0,2433459","110,5313","22,15","0,2516111","110,5313"
"22,16","0,2581278","110,5813","22,16","0,2703667","110,5813","22,16","0,2573331","110,5813","22,16","0,237306","110,5813","22,16","0,2309481","110,5814","22,16","0,2485911","110,5814","22,16","0,4169146","110,5814","22,16","0,2449353","110,5813","22,16","0,2525648","110,5814"
"22,17","0,2589226","110,6311","22,17","0,2684593","110,6311","22,17","0,2589226","110,6311","22,17","0,2393723","110,6311","22,17","0,2319018","110,631","22,17","0,2470016","110,6311","22,17","0,4081726","110,6313","22,17","0,2444585","110,6311","22,17","0,2524058","110,6311"
"22,18","0,2565384","110,6813","22,18","0,2655983","110,6813","22,18","0,2584457","110,6813","22,18","0,2390544","110,6814","22,18","0,2330144","110,6813","22,18","0,2473195","110,6813","22,18","0,3991127","110,6811","22,18","0,2428691","110,6813","22,18","0,2509753","110,6813"
"22,19","0,2584457","110,7313","22,19","0,2621015","110,7314","22,19","0,2568563","110,7313","22,19","0,237306","110,7313","22,19","0,234127","110,7313","22,19","0,2484322","110,7314","22,19","0,3906886","110,7313","22,19","0,2420743","110,7314","22,19","0,2500216","110,7314"
"22,2","0,2600352","110,7813","22,2","0,2608299","110,7813","22,2","0,2568563","110,7813","22,2","0,2390544","110,7813","22,2","0,2350807","110,7811","22,2","0,2485911","110,7813","22,2","0,383536","110,7813","22,2","0,2414386","110,7813","22,2","0,2497037","110,7813"
"22,21","0,2563795","110,8313","22,21","0,263532","110,8313","22,21","0,2581278","110,8313","22,21","0,2433459","110,8313","22,21","0,2357165","110,8313","22,21","0,2484322","110,8313","22,21","0,3771782","110,8313","22,21","0,240167","110,8313","22,21","0,2509753","110,8313"
"22,22","0,2557437","110,8813","22,22","0,266393","110,8813","22,22","0,2584457","110,8813","22,22","0,243028","110,8813","22,22","0,2353986","110,8813","22,22","0,2476374","110,8813","22,22","0,3700256","110,8813","22,22","0,2385775","110,8813","22,22","0,2533595","110,8813"
"22,23","0,2589226","110,9313","22,23","0,2671877","110,9313","22,23","0,2573331","110,9313","22,23","0,2406438","110,9313","22,23","0,2349218","110,9313","22,23","0,2468427","110,9313","22,23","0,3625552","110,9313","22,23","0,2396901","110,9313","22,23","0,2544721","110,9314"
"22,24","0,2587636","110,9814","22,24","0,2684593","110,9813","22,24","0,2565384","110,9813","22,24","0,2406438","110,9814","22,24","0,2346039","110,9813","22,24","0,2470016","110,9814","22,24","0,3558795","110,9814","22,24","0,2433459","110,9813","22,24","0,2541542","110,9814"
"22,25","0,2597173","111,0311","22,25","0,2719561","111,0311","22,25","0,2552668","111,0311","22,25","0,2398491","111,0311","22,25","0,2330144","111,0311","22,25","0,2473195","111,0311","22,25","0,3503164","111,0313","22,25","0,2462069","111,0311","22,25","0,2536774","111,0313"
"22,26","0,2628962","111,0814","22,26","0,2743403","111,0814","22,26","0,2524058","111,0814","22,26","0,2381007","111,0814","22,26","0,2325376","111,0814","22,26","0,2476374","111,0814","22,26","0,345548","111,0814","22,26","0,2465248","111,0814","22,26","0,2532005","111,0814"
"22,27","0,2611478","111,1313","22,27","0,2730688","111,1314","22,27","0,2512932","111,1314","22,27","0,2381007","111,1313","22,27","0,2333323","111,1314","22,27","0,2484322","111,1314","22,27","0,3410975","111,1313","22,27","0,2449353","111,1313","22,27","0,2533595","111,1313"
"22,28","0,2587636","111,1814","22,28","0,2716382","111,1814","22,28","0,2533595","111,1814","22,28","0,2358754","111,1814","22,28","0,234127","111,1814","22,28","0,2493858","111,1813","22,28","0,3374418","111,1813","22,28","0,2433459","111,1813","22,28","0,25479","111,1814"
"22,29","0,2611478","111,2311","22,29","0,2714793","111,2313","22,29","0,2552668","111,2313","22,29","0,2333323","111,2313","22,29","0,234286","111,2313","22,29","0,2500216","111,2313","22,29","0,3336271","111,2313","22,29","0,2420743","111,2313","22,29","0,2552668","111,2313"
"22,3","0,2621015","111,2813","22,3","0,2698898","111,2813","22,3","0,25479","111,2813","22,3","0,2349218","111,2813","22,3","0,2338092","111,2813","22,3","0,2493858","111,2813","22,3","0,3315608","111,2814","22,3","0,2412796","111,2814","22,3","0,2533595","111,2813"
"22,31","0,2613068","111,3314","22,31","0,2683004","111,3313","22,31","0,2549489","111,3314","22,31","0,2366702","111,3313","22,31","0,2338092","111,3314","22,31","0,2485911","111,3314","22,31","0,3318787","111,3314","22,31","0,2417564","111,3314","22,31","0,2516111","111,3313"
"22,32","0,2632141","111,3813","22,32","0,2695719","111,3814","22,32","0,2565384","111,3813","22,32","0,2366702","111,3813","22,32","0,2353986","111,3814","22,32","0,2484322","111,3814","22,32","0,3320376","111,3813","22,32","0,243028","111,3814","22,32","0,25177","111,3814"
"22,33","0,263532","111,4313","22,33","0,2719561","111,4313","22,33","0,2571742","111,4313","22,33","0,2398491","111,4313","22,33","0,2377828","111,4313","22,33","0,248909","111,4313","22,33","0,3310839","111,4313","22,33","0,2438227","111,4313","22,33","0,2536774","111,4313"
"22,34","0,2611478","111,4813","22,34","0,272274","111,4813","22,34","0,2565384","111,4813","22,34","0,2444585","111,4813","22,34","0,2390544","111,4813","22,34","0,248909","111,4814","22,34","0,3302892","111,4813","22,34","0,2441406","111,4813","22,34","0,2555847","111,4813"
"22,35","0,2600352","111,5313","22,35","0,2716382","111,5313","22,35","0,2568563","111,5313","22,35","0,2446175","111,5313","22,35","0,2385775","111,5313","22,35","0,2477964","111,5313","22,35","0,3307661","111,5313","22,35","0,2438227","111,5313","22,35","0,2563795","111,5313"
"22,36","0,2595583","111,5814","22,36","0,2716382","111,5814","22,36","0,2555847","111,5814","22,36","0,2425512","111,5813","22,36","0,2365112","111,5813","22,36","0,2470016","111,5814","22,36","0,3318787","111,5814","22,36","0,2438227","111,5814","22,36","0,2565384","111,5814"
"22,37","0,2579689","111,6311","22,37","0,2708435","111,6311","22,37","0,2524058","111,6311","22,37","0,2420743","111,6313","22,37","0,234127","111,6311","22,37","0,2476374","111,6311","22,37","0,3328323","111,6311","22,37","0,2428691","111,6313","22,37","0,2573331","111,6313"
"22,38","0,2581278","111,6813","22,38","0,2698898","111,6814","22,38","0,2501806","111,6814","22,38","0,240167","111,6813","22,38","0,2322197","111,6813","22,38","0,2473195","111,6813","22,38","0,3339449","111,6813","22,38","0,2406438","111,6814","22,38","0,2587636","111,6813"
"22,39","0,2592405","111,7314","22,39","0,2695719","111,7313","22,39","0,2501806","111,7313","22,39","0,2366702","111,7313","22,39","0,2306302","111,7313","22,39","0,2462069","111,7313","22,39","0,3342628","111,7313","22,39","0,2381007","111,7313","22,39","0,2581278","111,7313"
"22,4","0,2589226","111,7813","22,4","0,2700488","111,7813","22,4","0,2509753","111,7813","22,4","0,2353986","111,7813","22,4","0,2309481","111,7813","22,4","0,2452533","111,7813","22,4","0,3347397","111,7813","22,4","0,2361933","111,7813","22,4","0,2555847","111,7813"
"22,41","0,2595583","111,8313","22,41","0,2698898","111,8313","22,41","0,2520879","111,8313","22,41","0,2366702","111,8311","22,41","0,234127","111,8313","22,41","0,2446175","111,8313","22,41","0,3363291","111,8313","22,41","0,2361933","111,8313","22,41","0,2532005","111,8313"
"22,42","0,2608299","111,8811","22,42","0,2679825","111,8811","22,42","0,2533595","111,8811","22,42","0,2388954","111,8811","22,42","0,2357165","111,8811","22,42","0,2452533","111,8811","22,42","0,3387133","111,8811","22,42","0,2374649","111,8811","22,42","0,2525648","111,8811"
"22,43","0,260512","111,9313","22,43","0,2668699","111,9313","22,43","0,25479","111,9314","22,43","0,2406438","111,9314","22,43","0,2346039","111,9313","22,43","0,2457301","111,9314","22,43","0,3418922","111,9314","22,43","0,2390544","111,9313","22,43","0,2528826","111,9314"
"22,44","0,2597173","111,9813","22,44","0,2675056","111,9814","22,44","0,25479","111,9813","22,44","0,2425512","111,9814","22,44","0,2338092","111,9813","22,44","0,2457301","111,9813","22,44","0,3461838","111,9813","22,44","0,2396901","111,9813","22,44","0,2525648","111,9813"
"22,45","0,2600352","112,0311","22,45","0,2692541","112,0311","22,45","0,2539953","112,031","22,45","0,2441406","112,0311","22,45","0,2334913","112,031","22,45","0,2446175","112,031","22,45","0,3493627","112,031","22,45","0,2385775","112,031","22,45","0,2524058","112,031"
"22,46","0,2600352","112,0811","22,46","0,2719561","112,0811","22,46","0,2544721","112,0813","22,46","0,2446175","112,0811","22,46","0,2334913","112,0811","22,46","0,2446175","112,0813","22,46","0,3522237","112,0813","22,46","0,2377828","112,0811","22,46","0,2533595","112,0813"
