"1 _ 1",,,"1 _ 2",,,"1 _ 3",,,"1 _ 4",,,"1 _ 5",,,"1 _ 6",,,"1 _ 7",,,"1 _ 8",,,"1 _ 9",,,"1 _ 10",,
"Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie","Czas","Si³a","Przemieszczenie"
"sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm"
"0","0,006039937","0,001125","0","-0,003814697","0,001125","0","0","0,001125","0","-0,0003178914","0,001125","0","-0,001589457","0,001125","0","0,002861023","0,001125","0","-0,003019969","0,001125","0","-0,0003178914","0,001125","0","0","0,001125","0","0,00445048","0,001125"
"0,01","0,006516775","0,005625","0,01","-0,0003178914","0,005625","0,01","-0,004609426","0,005625","0,01","-0,005086263","0,005625","0,01","-0,001430511","0,005625","0,01","0,004132589","0,005625","0,01","0","0,005625","0,01","-0,00222524","0,0055","0,01","-0,001907349","0,005625","0,01","0,002066294","0,005625"
"0,02","0,005722046","0,017875","0,02","0,006516775","0,01775","0,02","-0,0003178914","0,01775","0,02","0,001748403","0,017875","0,02","0,006039937","0,01775","0,02","0,01207987","0,01775","0,02","0,003814697","0,01775","0,02","0,004927317","0,01775","0,02","-0,001430511","0,01775","0,02","0,005245209","0,01775"
"0,03","0,02352397","0,034125","0,03","0,0240008","0,03425","0,03","0,02368291","0,03425","0,03","0,02559026","0,03425","0,03","0,0260671","0,034125","0,03","0,0295639","0,034125","0,03","0,01891454","0,034125","0,03","0,02717972","0,03425","0,03","0,01764297","0,03425","0,03","0,0260671","0,03425"
"0,04","0,06421407","0,055","0,04","0,0576973","0,054875","0,04","0,06262461","0,055","0,04","0,06214778","0,055","0,04","0,06024043","0,055","0,04","0,06024043","0,055","0,04","0,05372365","0,055","0,04","0,06373724","0,055","0,04","0,05737941","0,055","0,04","0,0629425","0,055"
"0,05","0,1029968","0,08125","0,05","0,09632111","0,08112501","0,05","0,09711584","0,08125","0,05","0,09870529","0,08112501","0,05","0,09632111","0,08112501","0,05","0,09520849","0,08112501","0,05","0,09346008","0,08112501","0,05","0,1002947","0,08112501","0,05","0,09393692","0,08125","0,05","0,09584427","0,08125"
"0,06","0,1149178","0,10825","0,06","0,1166662","0,108375","0,06","0,114282","0,108625","0,06","0,1173019","0,108375","0,06","0,1165072","0,108375","0,06","0,1153946","0,108625","0,06","0,1133283","0,10875","0,06","0,1188914","0,108125","0,06","0,1071294","0,10825","0,06","0,1090368","0,10825"
"0,07","0,1069705","0,13725","0,07","0,111421","0,13725","0,07","0,1177788","0,13725","0,07","0,114282","0,13725","0,07","0,1165072","0,13725","0,07","0,1130104","0,13725","0,07","0,108242","0,13725","0,07","0,1153946","0,13725","0,07","0,1010895","0,13725","0,07","0,105381","0,137375"
"0,08","0,09473165","0,178875","0,08","0,09346008","0,178875","0,08","0,1095136","0,178875","0,08","0,09902319","0,178875","0,08","0,1007716","0,178875","0,08","0,09600321","0,178875","0,08","0,09187063","0,178875","0,08","0,09711584","0,179","0,08","0,08567175","0,179","0,08","0,09123484","0,179"
