figure,liner,liner_label,sealant,side,side_label,dataset_file,replicate,total_replicates_in_file,valid_release_window,mean_release_cN_25mm,sd_trace_cN_25mm,n_samples_50_200mm,disp_min_used_mm,disp_max_used_mm,peak_count_1p4cN,max_abs_residual_cN_25mm,noise_std_cN_25mm,noise_max_abs_cN_25mm,noise_samples,instrument_peak_hz,filter_cutoff_hz
7,dolpap,Dolpap,T2EN,internal,inner,20250521_T2EN_dolpap_internal.csv,1_1,9,1,7.441646,0.405231,3000,50.031130,199.981300,0,0.964084,0.057368,0.140454,80,7.500000,6.000000
7,dolpap,Dolpap,T2EN,internal,inner,20250521_T2EN_dolpap_internal.csv,1_2,9,1,7.988969,0.431208,3000,50.031130,199.981300,0,1.134006,0.049916,0.113044,80,7.500000,6.000000
7,dolpap,Dolpap,T2EN,internal,inner,20250521_T2EN_dolpap_internal.csv,1_3,9,1,7.425163,0.446780,3000,50.031130,199.981100,0,0.523242,0.054131,0.118785,80,7.500000,6.000000
7,dolpap,Dolpap,T2EN,internal,inner,20250521_T2EN_dolpap_internal.csv,1_4,9,1,6.841851,0.434918,3000,50.031130,199.981300,0,0.948840,0.064287,0.166158,80,7.500000,6.000000
7,dolpap,Dolpap,T2EN,internal,inner,20250521_T2EN_dolpap_internal.csv,1_5,9,1,6.889733,1.343929,3000,50.031000,199.981300,1,12.509346,0.052120,0.140089,80,7.500000,6.000000
7,dolpap,Dolpap,T2EN,internal,inner,20250521_T2EN_dolpap_internal.csv,1_6,9,1,6.750800,0.404824,3000,50.031130,199.981100,0,0.653268,0.049207,0.109521,80,7.500000,6.000000
7,dolpap,Dolpap,T2EN,internal,inner,20250521_T2EN_dolpap_internal.csv,1_7,9,1,8.101740,1.321898,3000,50.031130,199.981300,9,5.747884,0.055474,0.139550,80,7.500000,6.000000
7,dolpap,Dolpap,T2EN,internal,inner,20250521_T2EN_dolpap_internal.csv,1_8,9,1,7.145455,0.333815,3000,50.031130,199.981300,0,0.474240,0.087515,0.241284,80,7.500000,6.000000
7,dolpap,Dolpap,T2EN,internal,inner,20250521_T2EN_dolpap_internal.csv,1_9,9,1,6.645831,0.343393,3000,50.031130,199.981300,0,0.393644,0.107015,0.317948,80,7.500000,6.000000
8,rossella,Rossella,C1E,external,outer,20250318_C1E_rossella_external.csv,1_1,12,1,13.723020,2.015527,3000,50.031250,199.981300,6,5.903038,0.083071,0.201077,77,13.383152,10.706522
8,rossella,Rossella,C1E,external,outer,20250318_C1E_rossella_external.csv,1_2,12,1,13.772152,1.124893,3000,50.031250,199.981300,3,1.782799,0.102508,0.223029,50,13.383152,10.706522
8,rossella,Rossella,C1E,external,outer,20250318_C1E_rossella_external.csv,1_3,12,1,13.080351,0.820486,3000,50.031250,199.981300,6,4.199525,0.038156,0.089476,23,13.383152,10.706522
8,rossella,Rossella,C1E,external,outer,20250318_C1E_rossella_external.csv,1_4,12,1,12.955196,1.095005,3000,50.031380,199.981300,6,2.930633,0.088916,0.225905,60,13.383152,10.706522
8,rossella,Rossella,C1E,external,outer,20250318_C1E_rossella_external.csv,1_5,12,1,14.809161,1.076220,3000,50.031380,199.981300,2,5.894500,0.343361,0.932549,71,13.383152,10.706522
8,rossella,Rossella,C1E,external,outer,20250318_C1E_rossella_external.csv,1_6,12,1,10.049303,1.430279,3000,50.031380,199.981300,7,2.146984,0.041983,0.087541,18,13.383152,10.706522
8,rossella,Rossella,C1E,external,outer,20250318_C1E_rossella_external.csv,1_7,12,1,10.100073,1.423181,3000,50.031250,199.981300,9,1.892834,0.082450,0.180835,32,13.383152,10.706522
8,rossella,Rossella,C1E,external,outer,20250318_C1E_rossella_external.csv,1_8,12,0,,,0,,,,,0.000000,0.000000,8,13.383152,10.706522
8,rossella,Rossella,C1E,external,outer,20250318_C1E_rossella_external.csv,1_9,12,1,11.875843,1.060759,3000,50.031250,199.981300,2,1.689583,0.027192,0.047783,17,13.383152,10.706522
8,rossella,Rossella,C1E,external,outer,20250318_C1E_rossella_external.csv,1_10,12,0,,,0,,,,,0.075995,0.207647,51,13.383152,10.706522
8,rossella,Rossella,C1E,external,outer,20250318_C1E_rossella_external.csv,1_11,12,1,12.746025,0.778236,3000,50.031250,199.981300,2,1.666898,0.288039,0.603426,80,13.383152,10.706522
8,rossella,Rossella,C1E,external,outer,20250318_C1E_rossella_external.csv,1_12,12,1,11.677695,0.496266,3000,50.031250,199.981300,0,1.348091,0.078297,0.135175,34,13.383152,10.706522
8,rossella,Rossella,C1E,internal,inner,20250318_C1E_rossella_internal.csv,1_1,10,0,,,0,,,,,0.055996,0.133738,25,16.000000,12.800000
8,rossella,Rossella,C1E,internal,inner,20250318_C1E_rossella_internal.csv,1_2,10,1,10.584797,1.231636,3000,50.031380,199.981300,7,5.603365,0.053432,0.139255,61,16.000000,12.800000
8,rossella,Rossella,C1E,internal,inner,20250318_C1E_rossella_internal.csv,1_3,10,0,,,0,,,,,0.039773,0.082381,33,16.000000,12.800000
8,rossella,Rossella,C1E,internal,inner,20250318_C1E_rossella_internal.csv,1_4,10,0,,,0,,,,,0.038772,0.081690,19,16.000000,12.800000
8,rossella,Rossella,C1E,internal,inner,20250318_C1E_rossella_internal.csv,1_5,10,0,,,0,,,,,0.029783,0.054453,15,16.000000,12.800000
8,rossella,Rossella,C1E,internal,inner,20250318_C1E_rossella_internal.csv,1_6,10,1,10.408487,1.056621,3000,50.031380,199.981400,0,1.276963,0.032292,0.056346,14,16.000000,12.800000
8,rossella,Rossella,C1E,internal,inner,20250318_C1E_rossella_internal.csv,1_7,10,1,10.190902,0.944817,3000,50.031250,199.981300,12,2.294324,0.030919,0.088343,37,16.000000,12.800000
8,rossella,Rossella,C1E,internal,inner,20250318_C1E_rossella_internal.csv,1_8,10,0,,,0,,,,,,,,16.000000,12.800000
8,rossella,Rossella,C1E,internal,inner,20250318_C1E_rossella_internal.csv,1_9,10,1,11.446186,0.667493,3000,50.031250,199.981300,8,1.905566,0.062125,0.164284,80,16.000000,12.800000
8,rossella,Rossella,C1E,internal,inner,20250318_C1E_rossella_internal.csv,1_10,10,1,10.107138,0.513762,3000,50.031250,199.981300,1,2.102391,0.027525,0.053487,8,16.000000,12.800000
9,rossella,Rossella,U2E,external,outer,20250602_U2E_rossella_external.csv,1_1,10,1,171.509685,129.830682,3000,50.031000,199.981100,19,215.730666,0.059196,0.134515,80,5.625000,4.500000
9,rossella,Rossella,U2E,external,outer,20250602_U2E_rossella_external.csv,1_2,10,1,174.433432,139.864746,3000,50.031000,199.981000,10,232.808272,0.051320,0.127808,80,5.625000,4.500000
9,rossella,Rossella,U2E,external,outer,20250602_U2E_rossella_external.csv,1_3,10,1,328.267298,128.503878,1658,50.031000,132.843000,9,301.493998,0.058831,0.180580,80,5.625000,4.500000
9,rossella,Rossella,U2E,external,outer,20250602_U2E_rossella_external.csv,1_4,10,1,236.613820,120.147628,3000,50.031000,199.981000,15,248.561085,0.069120,0.145513,80,5.625000,4.500000
9,rossella,Rossella,U2E,external,outer,20250602_U2E_rossella_external.csv,1_5,10,1,203.805504,139.109800,1611,50.031000,130.495900,11,257.837449,0.058680,0.244716,80,5.625000,4.500000
9,rossella,Rossella,U2E,external,outer,20250602_U2E_rossella_external.csv,1_6,10,1,287.406808,151.210698,1796,50.031000,139.743400,14,304.328890,0.052560,0.139714,80,5.625000,4.500000
9,rossella,Rossella,U2E,external,outer,20250602_U2E_rossella_external.csv,1_7,10,1,262.380625,149.797024,1841,50.031000,141.989500,12,222.744026,0.059102,0.160628,80,5.625000,4.500000
9,rossella,Rossella,U2E,external,outer,20250602_U2E_rossella_external.csv,1_8,10,1,263.807760,145.649303,1792,50.031000,139.541400,5,271.248297,0.067537,0.156951,80,5.625000,4.500000
9,rossella,Rossella,U2E,external,outer,20250602_U2E_rossella_external.csv,1_9,10,1,345.209007,263.278303,2237,50.031000,161.777600,9,859.269096,0.051323,0.134024,80,5.625000,4.500000
9,rossella,Rossella,U2E,external,outer,20250602_U2E_rossella_external.csv,1_10,10,1,110.971209,81.072375,3000,50.031000,199.981100,19,222.243750,0.073313,0.174814,80,5.625000,4.500000
9,rossella,Rossella,U2E,internal,inner,20250602_U2E_rossella_internal.csv,1_1,10,1,9.502972,0.119329,3000,50.031000,199.981000,0,0.291446,0.068043,0.168581,80,8.750000,7.000000
9,rossella,Rossella,U2E,internal,inner,20250602_U2E_rossella_internal.csv,1_2,10,1,10.289723,0.203974,3000,50.031000,199.981000,0,0.420330,0.065360,0.147700,80,8.750000,7.000000
9,rossella,Rossella,U2E,internal,inner,20250602_U2E_rossella_internal.csv,1_3,10,1,9.895148,0.165907,3000,50.031000,199.981000,0,0.281124,0.088568,0.231311,80,8.750000,7.000000
9,rossella,Rossella,U2E,internal,inner,20250602_U2E_rossella_internal.csv,1_4,10,1,9.719061,0.198409,3000,50.031000,199.981000,0,0.333703,0.072596,0.175090,80,8.750000,7.000000
9,rossella,Rossella,U2E,internal,inner,20250602_U2E_rossella_internal.csv,1_5,10,1,10.181695,0.205749,3000,50.031000,199.981100,0,0.366974,0.093579,0.268805,80,8.750000,7.000000
9,rossella,Rossella,U2E,internal,inner,20250602_U2E_rossella_internal.csv,1_6,10,1,10.189270,0.174239,3000,50.031000,199.981000,0,0.420844,0.079590,0.186830,80,8.750000,7.000000
9,rossella,Rossella,U2E,internal,inner,20250602_U2E_rossella_internal.csv,1_7,10,1,10.403646,0.322742,3000,50.031000,199.981000,0,0.683852,0.062985,0.177923,80,8.750000,7.000000
9,rossella,Rossella,U2E,internal,inner,20250602_U2E_rossella_internal.csv,1_8,10,1,10.085731,0.336512,3000,50.031000,199.981000,1,1.503064,0.067047,0.202660,80,8.750000,7.000000
9,rossella,Rossella,U2E,internal,inner,20250602_U2E_rossella_internal.csv,1_9,10,1,9.913699,0.155405,3000,50.031000,199.981000,0,0.368026,0.052653,0.201354,80,8.750000,7.000000
9,rossella,Rossella,U2E,internal,inner,20250602_U2E_rossella_internal.csv,1_10,10,1,10.278419,0.232348,3000,50.031000,199.981000,0,0.949954,0.080161,0.207843,80,8.750000,7.000000
10,rossella,Rossella,T1E,external,outer,20250423_T1E_rossella_external.csv,1_1,10,1,8.980201,0.586954,3000,50.031250,199.981100,2,1.711410,0.076270,0.204396,58,7.386364,5.909091
10,rossella,Rossella,T1E,external,outer,20250423_T1E_rossella_external.csv,1_2,10,1,8.349682,0.550462,3000,50.031250,199.981300,0,0.914205,0.081304,0.212965,80,7.386364,5.909091
10,rossella,Rossella,T1E,external,outer,20250423_T1E_rossella_external.csv,1_3,10,1,9.289122,0.424428,3000,50.031250,199.981300,0,0.819211,0.086155,0.185019,55,7.386364,5.909091
10,rossella,Rossella,T1E,external,outer,20250423_T1E_rossella_external.csv,1_4,10,1,9.762405,0.266653,3000,50.031250,199.981100,0,0.391378,0.046782,0.139151,80,7.386364,5.909091
10,rossella,Rossella,T1E,external,outer,20250423_T1E_rossella_external.csv,1_5,10,1,9.234134,0.387662,3000,50.031250,199.981300,0,1.011343,0.058832,0.124078,80,7.386364,5.909091
10,rossella,Rossella,T1E,external,outer,20250423_T1E_rossella_external.csv,1_6,10,1,10.025445,0.436506,3000,50.031250,199.981300,0,0.902164,0.052857,0.110594,80,7.386364,5.909091
10,rossella,Rossella,T1E,external,outer,20250423_T1E_rossella_external.csv,1_7,10,1,9.891191,0.327344,3000,50.031250,199.981300,0,0.942564,0.042002,0.124586,80,7.386364,5.909091
10,rossella,Rossella,T1E,external,outer,20250423_T1E_rossella_external.csv,1_8,10,1,9.049728,0.317418,3000,50.031250,199.981300,0,0.633715,0.052825,0.127058,80,7.386364,5.909091
10,rossella,Rossella,T1E,external,outer,20250423_T1E_rossella_external.csv,1_9,10,1,9.979625,0.631396,3000,50.031250,199.981300,0,1.315440,0.064567,0.157611,80,7.386364,5.909091
10,rossella,Rossella,T1E,external,outer,20250423_T1E_rossella_external.csv,1_10,10,1,9.293614,0.320027,3000,50.031250,199.981300,0,0.816261,0.041709,0.116143,80,7.386364,5.909091
10,rossella,Rossella,T1E,internal,inner,20250417_T1E_rossella_internal.csv,1_1,10,1,9.938864,0.856038,3000,50.031130,199.981300,5,4.527577,0.092929,0.253101,80,19.375000,15.500000
10,rossella,Rossella,T1E,internal,inner,20250417_T1E_rossella_internal.csv,1_2,10,1,9.006768,1.818135,3000,50.031250,199.981300,7,8.588477,0.093150,0.261565,80,19.375000,15.500000
10,rossella,Rossella,T1E,internal,inner,20250417_T1E_rossella_internal.csv,1_3,10,1,9.132066,1.105413,3000,50.031130,199.981300,8,4.487727,0.077267,0.177560,80,19.375000,15.500000
10,rossella,Rossella,T1E,internal,inner,20250417_T1E_rossella_internal.csv,1_4,10,1,8.352852,0.318604,3000,50.031130,199.981300,0,0.948454,0.086267,0.193546,80,19.375000,15.500000
10,rossella,Rossella,T1E,internal,inner,20250417_T1E_rossella_internal.csv,1_5,10,1,9.428410,1.174289,3000,50.031130,199.981300,15,5.725346,0.050622,0.133390,80,19.375000,15.500000
10,rossella,Rossella,T1E,internal,inner,20250417_T1E_rossella_internal.csv,1_6,10,1,9.114386,1.265471,3000,50.031130,199.981300,0,0.823281,0.083284,0.175684,80,19.375000,15.500000
10,rossella,Rossella,T1E,internal,inner,20250417_T1E_rossella_internal.csv,1_7,10,1,7.134005,0.280373,3000,50.031250,199.981300,0,0.740762,0.061608,0.172866,80,19.375000,15.500000
10,rossella,Rossella,T1E,internal,inner,20250417_T1E_rossella_internal.csv,1_8,10,1,9.432715,2.605044,3000,50.031250,199.981300,13,13.651894,0.064444,0.151640,80,19.375000,15.500000
10,rossella,Rossella,T1E,internal,inner,20250417_T1E_rossella_internal.csv,1_9,10,1,9.832428,1.327211,3000,50.031130,199.981300,6,6.907243,0.158300,0.568216,80,19.375000,15.500000
10,rossella,Rossella,T1E,internal,inner,20250417_T1E_rossella_internal.csv,1_10,10,1,8.397409,0.521290,3000,50.031250,199.981300,2,1.466050,0.064702,0.136666,80,19.375000,15.500000
11,rossella,Rossella,T2E,external,outer,20250416_T2E_rossella_external.csv,1_1,10,1,9.810854,0.475417,3000,50.031000,199.981100,0,1.149229,0.071986,0.148794,50,6.875000,5.500000
11,rossella,Rossella,T2E,external,outer,20250416_T2E_rossella_external.csv,1_2,10,1,10.384071,0.348389,3000,50.031380,199.981300,0,0.910698,0.058301,0.165235,80,6.875000,5.500000
11,rossella,Rossella,T2E,external,outer,20250416_T2E_rossella_external.csv,1_3,10,1,11.994649,0.517540,3000,50.031250,199.981300,0,0.900614,0.057878,0.148253,80,6.875000,5.500000
11,rossella,Rossella,T2E,external,outer,20250416_T2E_rossella_external.csv,1_4,10,1,10.008847,0.652044,3000,50.031130,199.981100,1,1.822962,0.041531,0.103007,80,6.875000,5.500000
11,rossella,Rossella,T2E,external,outer,20250416_T2E_rossella_external.csv,1_5,10,1,10.386454,0.502167,3000,50.031250,199.981300,0,0.985390,0.079980,0.195785,80,6.875000,5.500000
11,rossella,Rossella,T2E,external,outer,20250416_T2E_rossella_external.csv,1_6,10,1,10.183339,0.614579,3000,50.031130,199.981300,0,0.843640,0.049635,0.108698,80,6.875000,5.500000
11,rossella,Rossella,T2E,external,outer,20250416_T2E_rossella_external.csv,1_7,10,1,11.489825,0.820633,3000,50.031130,199.981300,0,0.929514,0.067806,0.204732,80,6.875000,5.500000
11,rossella,Rossella,T2E,external,outer,20250416_T2E_rossella_external.csv,1_8,10,1,10.240736,0.361095,3000,50.031130,199.981300,0,0.844587,0.082179,0.208981,80,6.875000,5.500000
11,rossella,Rossella,T2E,external,outer,20250416_T2E_rossella_external.csv,1_9,10,1,11.112396,1.053800,3000,50.031130,199.981100,3,8.081130,0.219867,0.651100,80,6.875000,5.500000
11,rossella,Rossella,T2E,external,outer,20250416_T2E_rossella_external.csv,1_10,10,1,9.294607,0.323229,3000,50.031130,199.981300,0,0.420621,0.056684,0.157850,80,6.875000,5.500000
11,rossella,Rossella,T2E,internal,inner,20250414_T2E_rossella_internal.csv,1_1,10,1,13.220631,1.753212,3000,50.031500,199.981300,0,1.395730,0.062347,0.163617,80,7.500000,6.000000
11,rossella,Rossella,T2E,internal,inner,20250414_T2E_rossella_internal.csv,1_2,10,1,9.718099,2.842878,3000,50.031380,199.981300,8,26.499800,0.066983,0.181378,80,7.500000,6.000000
11,rossella,Rossella,T2E,internal,inner,20250414_T2E_rossella_internal.csv,1_3,10,1,9.352869,0.231581,3000,50.031130,199.981300,0,1.120670,0.065062,0.172528,80,7.500000,6.000000
11,rossella,Rossella,T2E,internal,inner,20250414_T2E_rossella_internal.csv,1_4,10,1,11.719671,0.389621,3000,50.031250,199.981300,0,0.887979,0.070002,0.183670,80,7.500000,6.000000
11,rossella,Rossella,T2E,internal,inner,20250414_T2E_rossella_internal.csv,1_5,10,1,10.717853,0.545267,3000,50.031250,199.981300,0,0.942809,0.055454,0.146155,80,7.500000,6.000000
11,rossella,Rossella,T2E,internal,inner,20250414_T2E_rossella_internal.csv,1_6,10,1,8.429103,0.234154,3000,50.031250,199.981300,0,0.531225,0.081473,0.227598,80,7.500000,6.000000
11,rossella,Rossella,T2E,internal,inner,20250414_T2E_rossella_internal.csv,1_7,10,1,10.416084,4.113274,3000,50.031250,199.981300,7,39.731300,0.093794,0.349379,80,7.500000,6.000000
11,rossella,Rossella,T2E,internal,inner,20250414_T2E_rossella_internal.csv,1_8,10,1,9.747064,0.377385,3000,50.031250,199.981300,0,1.072146,0.129938,0.372298,58,7.500000,6.000000
11,rossella,Rossella,T2E,internal,inner,20250414_T2E_rossella_internal.csv,1_9,10,1,12.301120,1.127199,3000,50.031250,199.981300,8,6.024516,0.061697,0.160179,80,7.500000,6.000000
11,rossella,Rossella,T2E,internal,inner,20250414_T2E_rossella_internal.csv,1_10,10,1,12.167430,4.009519,3000,50.031250,199.981100,7,36.561251,0.061990,0.141542,80,7.500000,6.000000
12,rossella,Rossella,C1EN,external,outer,20250521_C1EN_rossella_external.csv,1_1,10,1,10.850780,0.658862,3000,50.031130,199.981300,2,1.771697,0.055925,0.169353,80,6.875000,5.500000
12,rossella,Rossella,C1EN,external,outer,20250521_C1EN_rossella_external.csv,1_2,10,1,9.366274,0.340704,3000,50.031000,199.981100,0,1.272072,0.063541,0.159363,80,6.875000,5.500000
12,rossella,Rossella,C1EN,external,outer,20250521_C1EN_rossella_external.csv,1_3,10,1,13.700858,0.749353,3000,50.031130,199.981300,0,1.367610,0.060214,0.160409,80,6.875000,5.500000
12,rossella,Rossella,C1EN,external,outer,20250521_C1EN_rossella_external.csv,1_4,10,1,11.109854,3.664811,3000,50.031130,199.981300,3,40.227270,0.055416,0.159092,80,6.875000,5.500000
12,rossella,Rossella,C1EN,external,outer,20250521_C1EN_rossella_external.csv,1_5,10,1,11.601751,0.578847,3000,50.031130,199.981300,0,1.059171,0.074127,0.156151,80,6.875000,5.500000
12,rossella,Rossella,C1EN,external,outer,20250521_C1EN_rossella_external.csv,1_6,10,1,14.097903,1.591543,3000,50.031000,199.981300,0,1.326840,0.054044,0.120562,80,6.875000,5.500000
12,rossella,Rossella,C1EN,external,outer,20250521_C1EN_rossella_external.csv,1_7,10,1,11.198681,0.289034,3000,50.031000,199.981300,0,0.560179,0.035414,0.103996,80,6.875000,5.500000
12,rossella,Rossella,C1EN,external,outer,20250521_C1EN_rossella_external.csv,1_8,10,1,13.117464,0.689924,3000,50.031130,199.981300,0,1.001373,0.055819,0.133571,80,6.875000,5.500000
12,rossella,Rossella,C1EN,external,outer,20250521_C1EN_rossella_external.csv,1_9,10,1,9.864550,0.988230,3000,50.031130,199.981300,0,0.449257,0.042927,0.108151,80,6.875000,5.500000
12,rossella,Rossella,C1EN,external,outer,20250521_C1EN_rossella_external.csv,1_10,10,1,12.147971,0.634771,3000,50.031130,199.981300,1,2.590978,0.059474,0.139507,80,6.875000,5.500000
12,rossella,Rossella,C1EN,internal,inner,20250521_C1EN_rossella_internal.csv,1_1,10,1,17.137898,0.624378,3000,50.031000,199.981100,0,0.968958,0.053665,0.142387,80,8.750000,7.000000
12,rossella,Rossella,C1EN,internal,inner,20250521_C1EN_rossella_internal.csv,1_2,10,1,10.573087,0.357969,3000,50.031130,199.981300,0,0.508381,0.063700,0.169587,80,8.750000,7.000000
12,rossella,Rossella,C1EN,internal,inner,20250521_C1EN_rossella_internal.csv,1_3,10,1,18.160158,0.693896,3000,50.031130,199.981300,4,1.875585,0.215813,0.478525,80,8.750000,7.000000
12,rossella,Rossella,C1EN,internal,inner,20250521_C1EN_rossella_internal.csv,1_4,10,1,14.241152,5.021808,3000,50.031000,199.981300,3,39.024626,0.056139,0.165110,80,8.750000,7.000000
12,rossella,Rossella,C1EN,internal,inner,20250521_C1EN_rossella_internal.csv,1_5,10,1,13.342442,0.901773,3000,50.031000,199.981300,0,0.947766,0.073375,0.196467,80,8.750000,7.000000
12,rossella,Rossella,C1EN,internal,inner,20250521_C1EN_rossella_internal.csv,1_6,10,1,17.562035,1.818620,3000,50.031000,199.981300,5,3.893592,0.074645,0.175768,80,8.750000,7.000000
12,rossella,Rossella,C1EN,internal,inner,20250521_C1EN_rossella_internal.csv,1_7,10,1,12.952632,1.995848,3000,50.031000,199.981300,1,1.977217,0.056485,0.187094,80,8.750000,7.000000
12,rossella,Rossella,C1EN,internal,inner,20250521_C1EN_rossella_internal.csv,1_8,10,1,12.605229,0.835889,3000,50.031130,199.981300,3,2.011179,0.040847,0.096435,80,8.750000,7.000000
12,rossella,Rossella,C1EN,internal,inner,20250521_C1EN_rossella_internal.csv,1_9,10,1,20.842189,11.173037,3000,50.031000,199.981300,7,46.643430,0.061215,0.133608,80,8.750000,7.000000
12,rossella,Rossella,C1EN,internal,inner,20250521_C1EN_rossella_internal.csv,1_10,10,1,12.860113,0.578642,3000,50.031000,199.981300,0,0.691997,0.041309,0.102922,80,8.750000,7.000000
13,rossella,Rossella,T1EN,external,outer,20250512_T1EN_rossella_external.csv,1_1,10,1,22.011649,2.161746,3000,50.031250,199.981300,6,3.693230,0.048147,0.101996,80,8.125000,6.500000
13,rossella,Rossella,T1EN,external,outer,20250512_T1EN_rossella_external.csv,1_2,10,1,26.859461,8.937964,3000,50.031250,199.981300,5,11.142022,0.066264,0.154354,80,8.125000,6.500000
13,rossella,Rossella,T1EN,external,outer,20250512_T1EN_rossella_external.csv,1_3,10,1,19.566429,2.136255,3000,50.031250,199.981300,12,7.421268,0.058115,0.152778,80,8.125000,6.500000
13,rossella,Rossella,T1EN,external,outer,20250512_T1EN_rossella_external.csv,1_4,10,1,41.064232,3.514323,3000,50.031130,199.981300,15,8.278248,0.048989,0.127158,80,8.125000,6.500000
13,rossella,Rossella,T1EN,external,outer,20250512_T1EN_rossella_external.csv,1_5,10,1,31.429797,1.516254,3000,50.031250,199.981300,8,5.567630,0.045690,0.092158,80,8.125000,6.500000
13,rossella,Rossella,T1EN,external,outer,20250512_T1EN_rossella_external.csv,1_6,10,1,36.966926,2.770124,3000,50.031130,199.981300,9,3.450078,0.049853,0.133950,80,8.125000,6.500000
13,rossella,Rossella,T1EN,external,outer,20250512_T1EN_rossella_external.csv,1_7,10,1,16.987135,2.175393,3000,50.031250,199.981300,2,4.484756,0.053278,0.144668,80,8.125000,6.500000
13,rossella,Rossella,T1EN,external,outer,20250512_T1EN_rossella_external.csv,1_8,10,1,13.294042,1.184192,3000,50.031250,199.981300,1,1.478415,0.065225,0.166219,80,8.125000,6.500000
13,rossella,Rossella,T1EN,external,outer,20250512_T1EN_rossella_external.csv,1_9,10,1,32.378773,6.044813,3000,50.031130,199.981300,12,3.168654,0.058722,0.162410,80,8.125000,6.500000
13,rossella,Rossella,T1EN,external,outer,20250512_T1EN_rossella_external.csv,1_10,10,1,18.690901,4.014445,3000,50.031130,199.981300,7,8.048705,0.074653,0.191844,80,8.125000,6.500000
13,rossella,Rossella,T1EN,internal,inner,20250514_T1EN_rossella_internal.csv,1_1,10,1,19.417156,1.313575,3000,50.031380,199.981300,0,1.165202,0.091560,0.201467,80,8.750000,7.000000
13,rossella,Rossella,T1EN,internal,inner,20250514_T1EN_rossella_internal.csv,1_2,10,1,19.108887,1.038780,3000,50.031380,199.981300,1,1.442426,0.058718,0.150121,80,8.750000,7.000000
13,rossella,Rossella,T1EN,internal,inner,20250514_T1EN_rossella_internal.csv,1_3,10,1,12.187263,1.791898,3000,50.031380,199.981300,5,3.974518,0.074266,0.148822,80,8.750000,7.000000
13,rossella,Rossella,T1EN,internal,inner,20250514_T1EN_rossella_internal.csv,1_4,10,1,11.401513,0.850397,3000,50.031500,199.981300,0,0.948388,0.068170,0.150691,80,8.750000,7.000000
13,rossella,Rossella,T1EN,internal,inner,20250514_T1EN_rossella_internal.csv,1_5,10,1,10.968472,0.376273,3000,50.031500,199.981400,0,0.650861,0.064508,0.178870,80,8.750000,7.000000
13,rossella,Rossella,T1EN,internal,inner,20250514_T1EN_rossella_internal.csv,1_6,10,1,19.119095,1.451824,3000,50.031500,199.981300,1,2.761652,0.077225,0.168625,80,8.750000,7.000000
13,rossella,Rossella,T1EN,internal,inner,20250514_T1EN_rossella_internal.csv,1_7,10,1,13.614362,1.061548,3000,50.031380,199.981300,1,1.545729,0.077053,0.199516,80,8.750000,7.000000
13,rossella,Rossella,T1EN,internal,inner,20250514_T1EN_rossella_internal.csv,1_8,10,1,21.935785,1.021048,3000,50.031380,199.981300,10,2.179602,0.090428,0.216862,80,8.750000,7.000000
13,rossella,Rossella,T1EN,internal,inner,20250514_T1EN_rossella_internal.csv,1_9,10,1,12.727003,0.496719,3000,50.031380,199.981300,0,0.769293,0.063667,0.133377,80,8.750000,7.000000
13,rossella,Rossella,T1EN,internal,inner,20250514_T1EN_rossella_internal.csv,1_10,10,1,24.016970,0.834562,3000,50.031380,199.981300,2,1.724053,0.065290,0.165767,80,8.750000,7.000000
14,rossella,Rossella,T2EN,external,outer,20250523_T2EN_rossella_external.csv,1_1,10,1,10.813470,0.317214,3000,50.031130,199.981300,0,0.461796,0.072902,0.182428,80,6.250000,5.000000
14,rossella,Rossella,T2EN,external,outer,20250523_T2EN_rossella_external.csv,1_2,10,1,11.486139,0.337472,3000,50.031130,199.981300,0,0.934260,0.073122,0.167027,80,6.250000,5.000000
14,rossella,Rossella,T2EN,external,outer,20250523_T2EN_rossella_external.csv,1_3,10,1,10.736315,0.612123,3000,50.031000,199.981300,0,1.060028,0.067740,0.199394,80,6.250000,5.000000
14,rossella,Rossella,T2EN,external,outer,20250523_T2EN_rossella_external.csv,1_4,10,1,12.351429,0.459981,3000,50.031000,199.981300,0,0.956223,0.053196,0.110090,80,6.250000,5.000000
14,rossella,Rossella,T2EN,external,outer,20250523_T2EN_rossella_external.csv,1_5,10,1,11.450734,0.679842,3000,50.031130,199.981300,0,0.892833,0.073879,0.195634,80,6.250000,5.000000
14,rossella,Rossella,T2EN,external,outer,20250523_T2EN_rossella_external.csv,1_6,10,1,12.739411,0.631998,3000,50.031130,199.981300,0,1.360027,0.054082,0.131845,80,6.250000,5.000000
14,rossella,Rossella,T2EN,external,outer,20250523_T2EN_rossella_external.csv,1_7,10,1,12.155706,0.228931,3000,50.031250,199.981100,0,0.523048,0.075233,0.170204,80,6.250000,5.000000
14,rossella,Rossella,T2EN,external,outer,20250523_T2EN_rossella_external.csv,1_8,10,1,11.822923,0.861913,3000,50.031000,199.981400,1,1.574387,0.067484,0.176871,80,6.250000,5.000000
14,rossella,Rossella,T2EN,external,outer,20250523_T2EN_rossella_external.csv,1_9,10,1,11.693801,0.367310,3000,50.031130,199.981300,0,0.527953,0.047600,0.126110,80,6.250000,5.000000
14,rossella,Rossella,T2EN,external,outer,20250523_T2EN_rossella_external.csv,1_10,10,1,11.192515,0.685694,3000,50.031000,199.981300,0,0.966852,0.048421,0.158915,80,6.250000,5.000000
