figure,liner,liner_label,sealant,side,side_label,dataset_file,replicate,total_replicates_in_file,valid_release_window,mean_release_cN_25mm,sd_trace_cN_25mm,n_samples_50_200mm,disp_min_used_mm,disp_max_used_mm,peak_count_1p4cN,max_abs_residual_cN_25mm,noise_std_cN_25mm,noise_max_abs_cN_25mm,noise_samples,instrument_peak_hz,filter_cutoff_hz
14,rossella,Rossella,T2EN,internal,inner,20250523_T2EN_rossella_internal.csv,1_1,10,1,11.688801,0.480434,3000,50.031130,199.981300,0,0.334636,0.057358,0.143061,80,7.500000,6.000000
14,rossella,Rossella,T2EN,internal,inner,20250523_T2EN_rossella_internal.csv,1_2,10,1,18.060845,9.827901,3000,50.031130,199.981300,13,50.002871,0.077745,0.179344,80,7.500000,6.000000
14,rossella,Rossella,T2EN,internal,inner,20250523_T2EN_rossella_internal.csv,1_3,10,1,11.265120,0.585391,3000,50.031130,199.981300,0,1.045070,0.065632,0.176410,80,7.500000,6.000000
14,rossella,Rossella,T2EN,internal,inner,20250523_T2EN_rossella_internal.csv,1_4,10,1,12.056957,0.820761,3000,50.031130,199.981300,2,1.484811,0.084751,0.230871,80,7.500000,6.000000
14,rossella,Rossella,T2EN,internal,inner,20250523_T2EN_rossella_internal.csv,1_5,10,1,12.315328,0.532587,3000,50.031130,199.981300,0,0.922705,0.069882,0.178227,80,7.500000,6.000000
14,rossella,Rossella,T2EN,internal,inner,20250523_T2EN_rossella_internal.csv,1_6,10,1,12.043336,2.573059,3000,50.031130,199.981300,2,21.892072,0.073050,0.206161,80,7.500000,6.000000
14,rossella,Rossella,T2EN,internal,inner,20250523_T2EN_rossella_internal.csv,1_7,10,1,11.516025,0.900384,3000,50.031130,199.981300,1,3.071440,0.075618,0.192238,80,7.500000,6.000000
14,rossella,Rossella,T2EN,internal,inner,20250523_T2EN_rossella_internal.csv,1_8,10,1,11.258637,0.499955,3000,50.031130,199.981300,1,1.585245,0.059719,0.129291,80,7.500000,6.000000
14,rossella,Rossella,T2EN,internal,inner,20250523_T2EN_rossella_internal.csv,1_9,10,1,14.114620,2.967550,3000,50.031130,199.981300,5,22.003307,0.081568,0.195382,80,7.500000,6.000000
14,rossella,Rossella,T2EN,internal,inner,20250523_T2EN_rossella_internal.csv,1_10,10,1,14.372115,0.393656,3000,50.031130,199.981300,0,1.193218,0.054685,0.116506,80,7.500000,6.000000
15,crosil42,Crosil 42,C1E,external,outer,20250331_C1E_crosil42_external.csv,1_1,12,1,6.187826,0.356970,3000,50.031250,199.981100,0,1.157207,0.059668,0.135149,80,8.750000,7.000000
15,crosil42,Crosil 42,C1E,external,outer,20250331_C1E_crosil42_external.csv,1_2,12,1,6.147407,1.086551,3000,50.031250,199.981100,2,8.622078,0.058978,0.145371,80,8.750000,7.000000
15,crosil42,Crosil 42,C1E,external,outer,20250331_C1E_crosil42_external.csv,1_3,12,1,6.975437,0.320746,3000,50.031130,199.981300,1,1.465378,0.061996,0.132313,80,8.750000,7.000000
15,crosil42,Crosil 42,C1E,external,outer,20250331_C1E_crosil42_external.csv,1_4,12,1,6.724787,0.515093,3000,50.031250,199.981100,0,1.311465,0.136100,0.441530,80,8.750000,7.000000
15,crosil42,Crosil 42,C1E,external,outer,20250331_C1E_crosil42_external.csv,1_5,12,1,5.063222,0.303446,3000,50.031130,199.981000,1,1.600136,0.107430,0.235904,70,8.750000,7.000000
15,crosil42,Crosil 42,C1E,external,outer,20250331_C1E_crosil42_external.csv,1_6,12,1,7.267157,0.637619,3000,50.031130,199.981100,3,3.192690,0.059504,0.184498,80,8.750000,7.000000
15,crosil42,Crosil 42,C1E,external,outer,20250331_C1E_crosil42_external.csv,1_7,12,1,5.916225,0.294911,3000,50.031130,199.981100,0,0.847198,0.055245,0.157357,80,8.750000,7.000000
15,crosil42,Crosil 42,C1E,external,outer,20250331_C1E_crosil42_external.csv,1_8,12,1,5.770349,1.664758,922,50.031130,96.045380,1,4.562226,0.084800,0.247592,68,8.750000,7.000000
15,crosil42,Crosil 42,C1E,external,outer,20250331_C1E_crosil42_external.csv,1_9,12,0,,,0,,,,,0.044378,0.106696,21,8.750000,7.000000
15,crosil42,Crosil 42,C1E,external,outer,20250331_C1E_crosil42_external.csv,1_10,12,1,6.871921,1.735758,2543,50.031130,177.066900,1,15.198618,0.066820,0.139827,80,8.750000,7.000000
15,crosil42,Crosil 42,C1E,external,outer,20250331_C1E_crosil42_external.csv,1_11,12,1,6.528258,0.336729,3000,50.031250,199.981100,0,1.077859,0.069935,0.164772,80,8.750000,7.000000
15,crosil42,Crosil 42,C1E,external,outer,20250331_C1E_crosil42_external.csv,1_12,12,1,6.569101,0.872490,3000,50.031250,199.981100,1,6.164144,0.058783,0.136609,80,8.750000,7.000000
15,crosil42,Crosil 42,C1E,internal,inner,20250404_C1E_crosil42_internal.csv,1_1,10,1,4.890261,1.174125,3000,50.031130,199.981300,0,0.400903,0.073489,0.187147,80,16.736111,13.388889
15,crosil42,Crosil 42,C1E,internal,inner,20250404_C1E_crosil42_internal.csv,1_2,10,1,5.123150,0.445044,3000,50.031130,199.981300,0,0.448139,0.060835,0.140030,80,16.736111,13.388889
15,crosil42,Crosil 42,C1E,internal,inner,20250404_C1E_crosil42_internal.csv,1_3,10,1,4.670770,0.270697,3000,50.031250,199.981300,0,0.521746,0.105101,0.316518,78,16.736111,13.388889
15,crosil42,Crosil 42,C1E,internal,inner,20250404_C1E_crosil42_internal.csv,1_4,10,1,5.622302,0.365303,3000,50.031250,199.981300,1,1.530807,0.059334,0.147258,80,16.736111,13.388889
15,crosil42,Crosil 42,C1E,internal,inner,20250404_C1E_crosil42_internal.csv,1_5,10,1,4.083167,0.342925,3000,50.031250,199.981300,0,1.076500,0.123022,0.333638,77,16.736111,13.388889
15,crosil42,Crosil 42,C1E,internal,inner,20250404_C1E_crosil42_internal.csv,1_6,10,1,3.350473,0.116396,3000,50.031380,199.981400,0,0.333327,0.045885,0.115928,40,16.736111,13.388889
15,crosil42,Crosil 42,C1E,internal,inner,20250404_C1E_crosil42_internal.csv,1_7,10,1,2.769135,0.187592,3000,50.031130,199.981300,0,0.390485,0.059666,0.121373,36,16.736111,13.388889
15,crosil42,Crosil 42,C1E,internal,inner,20250404_C1E_crosil42_internal.csv,1_8,10,1,3.088972,0.333422,3000,50.031380,199.981300,0,1.372557,0.060186,0.128789,27,16.736111,13.388889
15,crosil42,Crosil 42,C1E,internal,inner,20250404_C1E_crosil42_internal.csv,1_9,10,1,1.980106,0.420221,3000,50.031250,199.981300,0,0.409435,0.049681,0.103489,32,16.736111,13.388889
15,crosil42,Crosil 42,C1E,internal,inner,20250404_C1E_crosil42_internal.csv,1_10,10,1,3.094001,0.156470,3000,50.031380,199.981500,0,0.295596,0.066870,0.168179,43,16.736111,13.388889
16,crosil42,Crosil 42,U2E,external,outer,20250528_U2E_crosil42_external.csv,1_1,10,1,9.630505,2.114345,3000,50.031000,199.981000,4,5.020635,0.066945,0.189377,80,8.750000,7.000000
16,crosil42,Crosil 42,U2E,external,outer,20250528_U2E_crosil42_external.csv,1_2,10,1,11.725062,3.167896,3000,50.031000,199.981000,9,4.283678,0.119286,0.278246,80,8.750000,7.000000
16,crosil42,Crosil 42,U2E,external,outer,20250528_U2E_crosil42_external.csv,1_3,10,1,14.736877,11.491114,3000,50.031000,199.981000,10,49.276984,0.116953,0.315204,80,8.750000,7.000000
16,crosil42,Crosil 42,U2E,external,outer,20250528_U2E_crosil42_external.csv,1_4,10,1,24.238510,28.975089,3000,50.031000,199.981000,15,78.598342,0.060784,0.154684,80,8.750000,7.000000
16,crosil42,Crosil 42,U2E,external,outer,20250528_U2E_crosil42_external.csv,1_5,10,1,10.618801,2.321569,3000,50.031000,199.981000,10,3.398830,0.086480,0.231693,80,8.750000,7.000000
16,crosil42,Crosil 42,U2E,external,outer,20250528_U2E_crosil42_external.csv,1_6,10,1,60.310707,71.802778,3000,50.031000,199.981000,9,114.339683,0.110812,0.331425,80,8.750000,7.000000
16,crosil42,Crosil 42,U2E,external,outer,20250528_U2E_crosil42_external.csv,1_7,10,1,10.907897,1.624401,3000,50.031000,199.981000,8,2.899663,0.061816,0.137020,80,8.750000,7.000000
16,crosil42,Crosil 42,U2E,external,outer,20250528_U2E_crosil42_external.csv,1_8,10,1,15.415950,9.666930,3000,50.031000,199.981000,15,45.169332,0.068678,0.179031,80,8.750000,7.000000
16,crosil42,Crosil 42,U2E,external,outer,20250528_U2E_crosil42_external.csv,1_9,10,1,9.676353,1.727912,3000,50.031000,199.981000,8,3.372370,0.067029,0.188874,80,8.750000,7.000000
16,crosil42,Crosil 42,U2E,external,outer,20250528_U2E_crosil42_external.csv,1_10,10,1,11.018866,1.815095,3000,50.031000,199.981000,10,5.017800,0.080447,0.184960,80,8.750000,7.000000
16,crosil42,Crosil 42,U2E,internal,inner,20250523_U2E_crosil42_internal.csv,1_1,10,1,12.195240,0.767267,3000,50.031000,199.981000,1,2.386095,0.051709,0.146454,80,8.125000,6.500000
16,crosil42,Crosil 42,U2E,internal,inner,20250523_U2E_crosil42_internal.csv,1_2,10,1,12.023648,1.060515,3000,50.031000,199.981000,3,1.986445,0.090977,0.213391,80,8.125000,6.500000
16,crosil42,Crosil 42,U2E,internal,inner,20250523_U2E_crosil42_internal.csv,1_3,10,1,10.175908,0.245620,3000,50.031000,199.981000,0,0.857899,0.083020,0.206256,80,8.125000,6.500000
16,crosil42,Crosil 42,U2E,internal,inner,20250523_U2E_crosil42_internal.csv,1_4,10,1,10.419372,0.129018,3000,50.031000,199.981000,0,0.286542,0.065008,0.181251,80,8.125000,6.500000
16,crosil42,Crosil 42,U2E,internal,inner,20250523_U2E_crosil42_internal.csv,1_5,10,1,10.736713,0.352640,3000,50.031000,199.981000,0,1.373780,0.084496,0.247686,80,8.125000,6.500000
16,crosil42,Crosil 42,U2E,internal,inner,20250523_U2E_crosil42_internal.csv,1_6,10,1,10.887754,0.630253,3000,50.031000,199.981000,6,1.917398,0.047728,0.133176,80,8.125000,6.500000
16,crosil42,Crosil 42,U2E,internal,inner,20250523_U2E_crosil42_internal.csv,1_7,10,1,13.353488,11.016984,3000,50.031000,199.981000,6,72.097584,0.061853,0.197194,80,8.125000,6.500000
16,crosil42,Crosil 42,U2E,internal,inner,20250523_U2E_crosil42_internal.csv,1_8,10,1,11.228024,0.788246,3000,50.031000,199.981000,4,2.393837,0.071832,0.176287,80,8.125000,6.500000
16,crosil42,Crosil 42,U2E,internal,inner,20250523_U2E_crosil42_internal.csv,1_9,10,1,14.573434,8.405668,3000,50.031000,199.981000,2,17.580741,0.057569,0.145012,80,8.125000,6.500000
16,crosil42,Crosil 42,U2E,internal,inner,20250523_U2E_crosil42_internal.csv,1_10,10,1,10.494631,0.481681,3000,50.031000,199.981000,0,1.205777,0.048885,0.129489,80,8.125000,6.500000
17,crosil42,Crosil 42,T1E,external,outer,20250428_T1E_crosil42_external.csv,1_1,10,1,5.407776,0.387761,3000,50.031130,199.981100,2,2.361413,0.068685,0.149587,80,5.000000,4.000000
17,crosil42,Crosil 42,T1E,external,outer,20250428_T1E_crosil42_external.csv,1_2,10,1,5.401892,0.219307,3000,50.031130,199.981300,0,0.590901,0.059795,0.143514,80,5.000000,4.000000
17,crosil42,Crosil 42,T1E,external,outer,20250428_T1E_crosil42_external.csv,1_3,10,1,5.990203,3.499535,2790,50.031130,189.444100,2,17.666528,0.065753,0.141773,80,5.000000,4.000000
17,crosil42,Crosil 42,T1E,external,outer,20250428_T1E_crosil42_external.csv,1_4,10,1,5.131195,0.175453,3000,50.031130,199.981100,0,0.301906,0.068386,0.187746,80,5.000000,4.000000
17,crosil42,Crosil 42,T1E,external,outer,20250428_T1E_crosil42_external.csv,1_5,10,1,5.458006,0.219651,3000,50.031130,199.981300,0,0.470224,0.082118,0.192801,80,5.000000,4.000000
17,crosil42,Crosil 42,T1E,external,outer,20250428_T1E_crosil42_external.csv,1_6,10,1,5.623333,0.202743,3000,50.031130,199.981100,0,0.232251,0.078144,0.221171,80,5.000000,4.000000
17,crosil42,Crosil 42,T1E,external,outer,20250428_T1E_crosil42_external.csv,1_7,10,1,5.536774,0.353232,3000,50.031130,199.981300,0,1.023632,0.089721,0.216413,80,5.000000,4.000000
17,crosil42,Crosil 42,T1E,external,outer,20250428_T1E_crosil42_external.csv,1_8,10,1,5.093217,0.143775,3000,50.031130,199.981100,0,0.382369,0.068277,0.143894,80,5.000000,4.000000
17,crosil42,Crosil 42,T1E,external,outer,20250428_T1E_crosil42_external.csv,1_9,10,1,4.003609,0.190619,3000,50.031250,199.981400,0,0.516149,0.080877,0.201939,45,5.000000,4.000000
17,crosil42,Crosil 42,T1E,external,outer,20250428_T1E_crosil42_external.csv,1_10,10,1,5.741265,0.208281,3000,50.031000,199.981100,0,0.726741,0.059729,0.141860,80,5.000000,4.000000
17,crosil42,Crosil 42,T1E,internal,inner,20250425_T1E_crosil42_internal.csv,1_1,10,1,5.228689,0.254880,3000,50.031250,199.981400,0,0.408135,0.086184,0.221092,80,8.750000,7.000000
17,crosil42,Crosil 42,T1E,internal,inner,20250425_T1E_crosil42_internal.csv,1_2,10,1,3.336588,0.196246,3000,50.031250,199.981400,0,0.389040,0.073688,0.175073,80,8.750000,7.000000
17,crosil42,Crosil 42,T1E,internal,inner,20250425_T1E_crosil42_internal.csv,1_3,10,1,4.341838,0.278273,3000,50.031250,199.981300,0,0.331681,0.074443,0.155362,80,8.750000,7.000000
17,crosil42,Crosil 42,T1E,internal,inner,20250425_T1E_crosil42_internal.csv,1_4,10,1,4.214608,0.185038,3000,50.031250,199.981300,0,0.597762,0.074580,0.209862,80,8.750000,7.000000
17,crosil42,Crosil 42,T1E,internal,inner,20250425_T1E_crosil42_internal.csv,1_5,10,1,3.543852,0.404154,3000,50.031380,199.981400,0,0.666510,0.101970,0.221918,80,8.750000,7.000000
17,crosil42,Crosil 42,T1E,internal,inner,20250425_T1E_crosil42_internal.csv,1_6,10,1,3.478845,0.325353,3000,50.031500,199.981500,0,0.570151,0.047659,0.120669,80,8.750000,7.000000
17,crosil42,Crosil 42,T1E,internal,inner,20250425_T1E_crosil42_internal.csv,1_7,10,1,4.655607,0.134802,3000,50.031250,199.981300,0,0.339275,0.065127,0.160571,80,8.750000,7.000000
17,crosil42,Crosil 42,T1E,internal,inner,20250425_T1E_crosil42_internal.csv,1_8,10,1,5.057099,0.182033,3000,50.031250,199.981400,0,0.371782,0.072643,0.155374,80,8.750000,7.000000
17,crosil42,Crosil 42,T1E,internal,inner,20250425_T1E_crosil42_internal.csv,1_9,10,1,4.702330,0.191108,3000,50.031250,199.981300,0,0.375015,0.087164,0.226747,80,8.750000,7.000000
17,crosil42,Crosil 42,T1E,internal,inner,20250425_T1E_crosil42_internal.csv,1_10,10,1,4.678875,0.334969,3000,50.031250,199.981300,0,0.392891,0.051677,0.138706,80,8.750000,7.000000
18,crosil42,Crosil 42,T2E,external,outer,20250409_T2E_crosil42_external.csv,1_1,11,1,8.838509,0.828445,3000,50.031250,199.981100,4,2.060778,0.073418,0.169222,80,7.407407,5.925926
18,crosil42,Crosil 42,T2E,external,outer,20250409_T2E_crosil42_external.csv,1_2,11,1,8.933359,0.587009,3000,50.031000,199.981300,0,1.066735,0.103654,0.206030,80,7.407407,5.925926
18,crosil42,Crosil 42,T2E,external,outer,20250409_T2E_crosil42_external.csv,1_3,11,1,10.079762,1.028088,3000,50.031000,199.981000,7,2.447766,0.120190,0.353523,80,7.407407,5.925926
18,crosil42,Crosil 42,T2E,external,outer,20250409_T2E_crosil42_external.csv,1_4,11,1,9.373538,1.792875,3000,50.031250,199.981100,2,11.246791,0.066194,0.166662,80,7.407407,5.925926
18,crosil42,Crosil 42,T2E,external,outer,20250409_T2E_crosil42_external.csv,1_5,11,1,8.182930,0.612055,3000,50.031380,199.981300,1,2.249948,0.063905,0.172684,80,7.407407,5.925926
18,crosil42,Crosil 42,T2E,external,outer,20250409_T2E_crosil42_external.csv,1_6,11,1,7.338135,0.707150,3000,50.031380,199.981400,2,2.352344,0.043288,0.071188,23,7.407407,5.925926
18,crosil42,Crosil 42,T2E,external,outer,20250409_T2E_crosil42_external.csv,1_7,11,1,8.186015,2.443016,1335,50.031500,116.660600,4,12.803611,0.083687,0.187922,30,7.407407,5.925926
18,crosil42,Crosil 42,T2E,external,outer,20250409_T2E_crosil42_external.csv,1_8,11,1,5.609286,1.223291,1426,50.031130,121.239000,1,6.628455,0.053154,0.146975,27,7.407407,5.925926
18,crosil42,Crosil 42,T2E,external,outer,20250409_T2E_crosil42_external.csv,1_9,11,1,8.256953,0.274725,3000,50.031130,199.981300,0,0.751175,0.070025,0.179489,80,7.407407,5.925926
18,crosil42,Crosil 42,T2E,external,outer,20250409_T2E_crosil42_external.csv,1_10,11,1,8.862686,7.731850,2563,50.031500,178.094500,9,25.019081,0.035433,0.081819,25,7.407407,5.925926
18,crosil42,Crosil 42,T2E,external,outer,20250409_T2E_crosil42_external.csv,1_11,11,1,7.895262,0.223450,3000,50.031130,199.981300,0,0.601332,0.079964,0.208228,80,7.407407,5.925926
18,crosil42,Crosil 42,T2E,internal,inner,20250411_T2E_crosil42_internal.csv,1_1,10,1,4.930202,0.665343,3000,50.031380,199.981100,0,0.719546,0.059047,0.163725,80,10.128205,8.102564
18,crosil42,Crosil 42,T2E,internal,inner,20250411_T2E_crosil42_internal.csv,1_2,10,1,5.604054,0.463890,3000,50.031380,199.981300,0,1.172147,0.095646,0.214869,80,10.128205,8.102564
18,crosil42,Crosil 42,T2E,internal,inner,20250411_T2E_crosil42_internal.csv,1_3,10,1,4.367915,0.408728,3000,50.031250,199.981400,0,1.276469,0.055402,0.118126,51,10.128205,8.102564
18,crosil42,Crosil 42,T2E,internal,inner,20250411_T2E_crosil42_internal.csv,1_4,10,1,4.112236,0.290803,3000,50.031250,199.981400,0,1.127564,0.088350,0.179285,39,10.128205,8.102564
18,crosil42,Crosil 42,T2E,internal,inner,20250411_T2E_crosil42_internal.csv,1_5,10,1,4.255744,0.475872,3000,50.031380,199.981400,0,1.097425,0.072327,0.143291,37,10.128205,8.102564
18,crosil42,Crosil 42,T2E,internal,inner,20250411_T2E_crosil42_internal.csv,1_6,10,1,4.478063,0.230026,3000,50.031250,199.981300,0,0.675514,0.040283,0.121156,46,10.128205,8.102564
18,crosil42,Crosil 42,T2E,internal,inner,20250411_T2E_crosil42_internal.csv,1_7,10,1,4.154648,0.237224,3000,50.031380,199.981100,0,0.488933,0.060238,0.127774,40,10.128205,8.102564
18,crosil42,Crosil 42,T2E,internal,inner,20250411_T2E_crosil42_internal.csv,1_8,10,1,4.441644,0.268019,3000,50.031130,199.981100,0,0.558584,0.074992,0.231401,49,10.128205,8.102564
18,crosil42,Crosil 42,T2E,internal,inner,20250411_T2E_crosil42_internal.csv,1_9,10,1,4.209530,0.254331,3000,50.031250,199.981300,0,0.319826,0.100708,0.179889,39,10.128205,8.102564
18,crosil42,Crosil 42,T2E,internal,inner,20250411_T2E_crosil42_internal.csv,1_10,10,1,5.138381,0.398924,3000,50.031130,199.981300,0,0.859997,0.093390,0.221571,48,10.128205,8.102564
19,crosil42,Crosil 42,C1EN,external,outer,20250519_C1EN_crosil42_external.csv,1_1,10,1,6.245392,0.462483,3000,50.031250,199.981300,0,0.468530,0.064707,0.168836,80,8.750000,7.000000
19,crosil42,Crosil 42,C1EN,external,outer,20250519_C1EN_crosil42_external.csv,1_2,10,1,6.828015,0.936023,3000,50.031250,199.981100,2,1.905706,0.093743,0.215552,80,8.750000,7.000000
19,crosil42,Crosil 42,C1EN,external,outer,20250519_C1EN_crosil42_external.csv,1_3,10,1,6.486982,0.627378,3000,50.031250,199.981300,0,0.582440,0.142481,0.529021,80,8.750000,7.000000
19,crosil42,Crosil 42,C1EN,external,outer,20250519_C1EN_crosil42_external.csv,1_4,10,1,5.816102,0.421988,3000,50.031250,199.981300,0,0.546715,0.127653,0.266339,80,8.750000,7.000000
19,crosil42,Crosil 42,C1EN,external,outer,20250519_C1EN_crosil42_external.csv,1_5,10,1,7.742081,1.298381,3000,50.031250,199.981300,0,0.745097,0.109406,0.246885,80,8.750000,7.000000
19,crosil42,Crosil 42,C1EN,external,outer,20250519_C1EN_crosil42_external.csv,1_6,10,1,6.087468,1.471443,3000,50.031250,199.981300,0,0.873911,0.058241,0.133034,80,8.750000,7.000000
19,crosil42,Crosil 42,C1EN,external,outer,20250519_C1EN_crosil42_external.csv,1_7,10,1,5.676462,0.472822,3000,50.031250,199.981300,0,0.504002,0.071389,0.155454,80,8.750000,7.000000
19,crosil42,Crosil 42,C1EN,external,outer,20250519_C1EN_crosil42_external.csv,1_8,10,1,7.896753,0.547329,3000,50.031250,199.981300,0,0.837640,0.090755,0.207578,80,8.750000,7.000000
19,crosil42,Crosil 42,C1EN,external,outer,20250519_C1EN_crosil42_external.csv,1_9,10,1,6.003281,0.274872,3000,50.031250,199.981300,0,0.638217,0.062749,0.169040,80,8.750000,7.000000
19,crosil42,Crosil 42,C1EN,external,outer,20250519_C1EN_crosil42_external.csv,1_10,10,1,5.663416,0.750302,3000,50.031380,199.981300,0,0.466771,0.092604,0.220065,80,8.750000,7.000000
19,crosil42,Crosil 42,C1EN,internal,inner,20250519_C1EN_crosil42_internal.csv,1_1,10,1,7.136514,0.762850,3000,50.031380,199.981300,2,1.539316,0.070997,0.230723,80,8.750000,7.000000
19,crosil42,Crosil 42,C1EN,internal,inner,20250519_C1EN_crosil42_internal.csv,1_2,10,1,6.605655,0.892355,3000,50.031250,199.981300,0,0.619000,0.066052,0.188896,80,8.750000,7.000000
19,crosil42,Crosil 42,C1EN,internal,inner,20250519_C1EN_crosil42_internal.csv,1_3,10,1,11.512702,1.008034,3000,50.031380,199.981300,9,3.691744,0.068851,0.144613,80,8.750000,7.000000
19,crosil42,Crosil 42,C1EN,internal,inner,20250519_C1EN_crosil42_internal.csv,1_4,10,1,8.224367,1.006700,3000,50.031380,199.981400,1,2.044131,0.074323,0.232141,80,8.750000,7.000000
19,crosil42,Crosil 42,C1EN,internal,inner,20250519_C1EN_crosil42_internal.csv,1_5,10,1,6.692395,0.676942,3000,50.031250,199.981100,0,0.702239,0.113465,0.325114,80,8.750000,7.000000
19,crosil42,Crosil 42,C1EN,internal,inner,20250519_C1EN_crosil42_internal.csv,1_6,10,1,7.399618,0.722813,3000,50.031250,199.981300,0,1.176372,0.055333,0.149090,80,8.750000,7.000000
19,crosil42,Crosil 42,C1EN,internal,inner,20250519_C1EN_crosil42_internal.csv,1_7,10,1,6.449255,0.868590,3000,50.031250,199.981400,2,2.023622,0.076030,0.176173,80,8.750000,7.000000
19,crosil42,Crosil 42,C1EN,internal,inner,20250519_C1EN_crosil42_internal.csv,1_8,10,1,7.199880,1.129303,3000,50.031250,199.981300,4,4.137453,0.107498,0.294027,80,8.750000,7.000000
19,crosil42,Crosil 42,C1EN,internal,inner,20250519_C1EN_crosil42_internal.csv,1_9,10,1,5.740292,0.482267,3000,50.031250,199.981300,0,0.423864,0.083629,0.249001,80,8.750000,7.000000
19,crosil42,Crosil 42,C1EN,internal,inner,20250519_C1EN_crosil42_internal.csv,1_10,10,1,12.804504,1.037228,3000,50.031250,199.981300,2,1.556949,0.133728,0.300526,80,8.750000,7.000000
20,crosil42,Crosil 42,T1EN,external,outer,20250514_T1EN_crosil42_external.csv,1_1,10,1,8.685243,0.340338,3000,50.031380,199.981300,0,0.815872,0.067004,0.171328,80,30.000000,24.000000
20,crosil42,Crosil 42,T1EN,external,outer,20250514_T1EN_crosil42_external.csv,1_2,10,1,9.102552,0.423819,3000,50.031380,199.981300,0,0.791938,0.086480,0.209074,80,30.000000,24.000000
20,crosil42,Crosil 42,T1EN,external,outer,20250514_T1EN_crosil42_external.csv,1_3,10,1,7.147979,0.638987,3000,50.031380,199.981300,0,0.642859,0.063565,0.165462,80,30.000000,24.000000
20,crosil42,Crosil 42,T1EN,external,outer,20250514_T1EN_crosil42_external.csv,1_4,10,1,8.774803,0.408832,3000,50.031380,199.981300,0,0.691452,0.064459,0.198485,80,30.000000,24.000000
20,crosil42,Crosil 42,T1EN,external,outer,20250514_T1EN_crosil42_external.csv,1_5,10,1,8.239649,0.273983,3000,50.031380,199.981300,0,0.787226,0.071834,0.225403,80,30.000000,24.000000
20,crosil42,Crosil 42,T1EN,external,outer,20250514_T1EN_crosil42_external.csv,1_6,10,1,7.508519,0.390471,3000,50.031380,199.981300,0,0.602111,0.089512,0.190299,80,30.000000,24.000000
20,crosil42,Crosil 42,T1EN,external,outer,20250514_T1EN_crosil42_external.csv,1_7,10,1,8.247571,0.295742,3000,50.031380,199.981300,1,1.825779,0.067070,0.158957,80,30.000000,24.000000
20,crosil42,Crosil 42,T1EN,external,outer,20250514_T1EN_crosil42_external.csv,1_8,10,1,8.282361,1.301664,3000,50.031500,199.981300,1,13.080225,0.051028,0.123163,80,30.000000,24.000000
20,crosil42,Crosil 42,T1EN,external,outer,20250514_T1EN_crosil42_external.csv,1_9,10,1,8.865827,0.529037,3000,50.031380,199.981300,0,0.963292,0.093798,0.280153,80,30.000000,24.000000
20,crosil42,Crosil 42,T1EN,external,outer,20250514_T1EN_crosil42_external.csv,1_10,10,1,9.638348,0.664835,3000,50.031380,199.981400,3,1.820922,0.058542,0.136975,80,30.000000,24.000000
20,crosil42,Crosil 42,T1EN,internal,inner,20250514_T1EN_crosil42_internal_dup1.csv,1_1,10,1,10.811189,2.084521,3000,50.031380,199.981300,8,8.521356,0.073534,0.172819,80,30.000000,24.000000
20,crosil42,Crosil 42,T1EN,internal,inner,20250514_T1EN_crosil42_internal_dup1.csv,1_2,10,1,12.415948,1.688448,3000,50.031500,199.981400,15,5.351104,0.068441,0.169698,80,30.000000,24.000000
20,crosil42,Crosil 42,T1EN,internal,inner,20250514_T1EN_crosil42_internal_dup1.csv,1_3,10,1,10.313044,2.011623,3000,50.031380,199.981300,2,2.139611,0.060336,0.150884,80,30.000000,24.000000
20,crosil42,Crosil 42,T1EN,internal,inner,20250514_T1EN_crosil42_internal_dup1.csv,1_4,10,1,10.902247,0.380345,3000,50.031500,199.981300,1,1.698355,0.068824,0.166583,80,30.000000,24.000000
20,crosil42,Crosil 42,T1EN,internal,inner,20250514_T1EN_crosil42_internal_dup1.csv,1_5,10,1,11.847074,0.760407,3000,50.031380,199.981300,6,3.165108,0.081611,0.164851,80,30.000000,24.000000
20,crosil42,Crosil 42,T1EN,internal,inner,20250514_T1EN_crosil42_internal_dup1.csv,1_6,10,1,8.690337,0.919116,3000,50.031500,199.981300,4,4.595871,0.070499,0.157438,80,30.000000,24.000000
20,crosil42,Crosil 42,T1EN,internal,inner,20250514_T1EN_crosil42_internal_dup1.csv,1_7,10,1,12.312598,1.828935,3000,50.031500,199.981300,3,4.347802,0.060636,0.167394,80,30.000000,24.000000
20,crosil42,Crosil 42,T1EN,internal,inner,20250514_T1EN_crosil42_internal_dup1.csv,1_8,10,1,8.024601,0.530221,3000,50.031380,199.981300,2,1.783045,0.073639,0.220801,80,30.000000,24.000000
20,crosil42,Crosil 42,T1EN,internal,inner,20250514_T1EN_crosil42_internal_dup1.csv,1_9,10,1,11.431253,0.884556,3000,50.031380,199.981300,7,3.282171,0.068466,0.195745,80,30.000000,24.000000
20,crosil42,Crosil 42,T1EN,internal,inner,20250514_T1EN_crosil42_internal_dup1.csv,1_10,10,1,11.628070,1.979950,3000,50.031380,199.981300,9,5.717222,0.062414,0.169587,80,30.000000,24.000000
21,crosil42,Crosil 42,T2EN,external,outer,20250523_T2EN_crosil42_external.csv,1_1,10,1,8.106062,0.924022,3000,50.031130,199.981100,0,1.188891,0.050255,0.114132,80,5.000000,4.000000
