sealant,liner,side,file,replicate,mean_release_cN_25mm,sd_trace_cN_25mm,noise_std_cN_25mm,noise_max_abs_cN_25mm,noise_samples,instrument_peak_hz,filter_cutoff_hz,peaks_0.5cN,max_residual_0.5cN_context,peaks_1cN,max_residual_1cN_context,peaks_1.4cN,max_residual_1.4cN_context,peaks_2cN,max_residual_2cN_context,peaks_3cN,max_residual_3cN_context,liner_label,side_label
T2EN,dolpap,external,20250521_T2EN_dolpap_external.csv,1_5,7.281016700402455,0.17359119041300486,0.08868755952726175,0.3339150637428466,80,4.999999999999996,3.9999999999999964,0,0.40086463443295417,0,0.40086463443295417,0,0.40086463443295417,0,0.40086463443295417,0,0.40086463443295417,Dolpap,outer
T2EN,dolpap,external,20250521_T2EN_dolpap_external.csv,1_6,8.821619647324122,1.289345861991345,0.04476478307968339,0.11331466365971246,80,4.999999999999996,3.9999999999999964,43,2.464977652213027,24,2.464977652213027,5,2.464977652213027,2,2.464977652213027,0,2.464977652213027,Dolpap,outer
T2EN,dolpap,external,20250521_T2EN_dolpap_external.csv,1_7,8.840964087992383,1.4088485055748097,0.056461045024292104,0.14621593789481868,80,4.999999999999996,3.9999999999999964,33,2.558385963433189,12,2.558385963433189,6,2.558385963433189,3,2.558385963433189,0,2.558385963433189,Dolpap,outer
T2EN,dolpap,external,20250521_T2EN_dolpap_external.csv,1_8,7.691177135569806,0.45035528277959136,0.052501958450693345,0.12144067928231543,80,4.999999999999996,3.9999999999999964,3,0.6245432636868442,0,0.6245432636868442,0,0.6245432636868442,0,0.6245432636868442,0,0.6245432636868442,Dolpap,outer
T2EN,dolpap,external,20250521_T2EN_dolpap_external.csv,1_9,6.569722944703657,0.2567569530707102,0.06815563476842237,0.15511490512625814,80,4.999999999999996,3.9999999999999964,1,2.0687816988789103,1,2.0687816988789103,1,2.0687816988789103,1,2.0687816988789103,0,2.0687816988789103,Dolpap,outer
T2EN,dolpap,external,20250521_T2EN_dolpap_external.csv,1_10,6.223688933951983,0.23661595633131632,0.07686235707845997,0.14021537975155043,80,4.999999999999996,3.9999999999999964,0,0.49912819254008256,0,0.49912819254008256,0,0.49912819254008256,0,0.49912819254008256,0,0.49912819254008256,Dolpap,outer
T2EN,dolpap,internal,20250521_T2EN_dolpap_internal.csv,1_1,7.441792755984454,0.3990973451118495,0.057368208993573526,0.14045441505957426,80,7.499999999999993,5.999999999999995,4,0.9640835445605817,0,0.9640835445605817,0,0.9640835445605817,0,0.9640835445605817,0,0.9640835445605817,Dolpap,inner
T2EN,dolpap,internal,20250521_T2EN_dolpap_internal.csv,1_2,7.989009178899371,0.4260899544361809,0.049915825526699535,0.11304376932899281,80,7.499999999999993,5.999999999999995,3,1.1340056732952992,1,1.1340056732952992,0,1.1340056732952992,0,1.1340056732952992,0,1.1340056732952992,Dolpap,inner
T2EN,dolpap,internal,20250521_T2EN_dolpap_internal.csv,1_3,7.425151925575331,0.44403880227864784,0.054131497075906566,0.11878538988815508,80,7.499999999999993,5.999999999999995,2,0.5232415217766309,0,0.5232415217766309,0,0.5232415217766309,0,0.5232415217766309,0,0.5232415217766309,Dolpap,inner
T2EN,dolpap,internal,20250521_T2EN_dolpap_internal.csv,1_4,6.841844817817119,0.43034063394303085,0.06428717317534068,0.16615842504400505,80,7.499999999999993,5.999999999999995,4,0.9488401824497221,0,0.9488401824497221,0,0.9488401824497221,0,0.9488401824497221,0,0.9488401824497221,Dolpap,inner
T2EN,dolpap,internal,20250521_T2EN_dolpap_internal.csv,1_5,6.8897307772853384,1.339721276322916,0.05211962396262257,0.14008934886459606,80,7.499999999999993,5.999999999999995,31,12.509346044463443,11,12.509346044463443,2,12.509346044463443,2,12.509346044463443,1,12.509346044463443,Dolpap,inner
T2EN,dolpap,internal,20250521_T2EN_dolpap_internal.csv,1_6,6.750872333657178,0.40123982695687616,0.04920672931295672,0.10952071304346331,80,7.499999999999993,5.999999999999995,2,0.6532682891321695,0,0.6532682891321695,0,0.6532682891321695,0,0.6532682891321695,0,0.6532682891321695,Dolpap,inner
T2EN,dolpap,internal,20250521_T2EN_dolpap_internal.csv,1_7,8.101686878496835,1.3200340938711657,0.055473854253208,0.1395501738711799,80,7.499999999999993,5.999999999999995,53,5.747883678433027,25,5.747883678433027,15,5.747883678433027,7,5.747883678433027,2,5.747883678433027,Dolpap,inner
T2EN,dolpap,internal,20250521_T2EN_dolpap_internal.csv,1_8,7.1454104881807385,0.32565394006949355,0.08751472565847718,0.24128392803955157,80,7.499999999999993,5.999999999999995,0,0.4742397877464166,0,0.4742397877464166,0,0.4742397877464166,0,0.4742397877464166,0,0.4742397877464166,Dolpap,inner
T2EN,dolpap,internal,20250521_T2EN_dolpap_internal.csv,1_9,6.645838970378255,0.336650984564597,0.10701527438718289,0.3179479870039951,80,7.499999999999993,5.999999999999995,0,0.39364388044613174,0,0.39364388044613174,0,0.39364388044613174,0,0.39364388044613174,0,0.39364388044613174,Dolpap,inner
T2EN,rossella,external,20250523_T2EN_rossella_external.csv,1_1,10.813419868973947,0.3107930195997799,0.0729023590751039,0.18242790191056735,80,6.249999999999995,4.9999999999999964,0,0.4617957269829595,0,0.4617957269829595,0,0.4617957269829595,0,0.4617957269829595,0,0.4617957269829595,Rossella,outer
